demonstration	test_sentence	response
祖上多少代都没这基因	现在这里早上十点半	现在这里早上十点
你是怎么知道这篇文章的	只不过大部分人有些特殊需求	只不过大部分人有些需求
我有新衣服	这样我会有心理负担	这样我会有
咱没有那个本事跟着去学肯定不行	我们做弱电系统	fail to follow
你肯定是一个好爸爸	这个交通标识是什么意思	这个交通标识是什么
你找天来我宿舍拿吧	洋插队是什么意思	fail to follow
哎我也是这个点起来的	房子都没有要什么电梯	房子都没有要电梯
他们学了奥数和奥英呀	我们这里要调试大屏幕用的	我们要调试大屏幕用的
你要是个男的就好了	你下午几点结束	下午几点结束
啥叫康乐消费	你要是个男的就好了	你要是个男的
哎我也是这个点起来的	我怎么觉得我有点晚睡强迫症	我觉得我有点晚睡强迫症
我有新衣服	我的微博里好多照片	我的微博里
你半个月来一次	我只听过他家的卸妆油	fail to follow
哎我也是这个点起来的	他们可能是通过其他渠道知道的	fail to follow
你肯定是一个好爸爸	啥叫康乐消费	啥叫康乐
你是怎么知道这篇文章的	你换用皮卡车吧	换用皮卡车吧
你什么时候打的电话	你男人已经把你当成私有财产了	你男人把你当成私有财产了
你找天来我宿舍拿吧	它应该是我党的标杆城市啊	fail to follow
你是怎么知道这篇文章的	我之前有认识另外一位医生	fail to follow
我没有淘宝账号	我查了那是个退税公司	那是个退税公司
不过我在你后面	国内驾照只能在这里用一个月	国内驾照只能在这里用
家里一堆事情	我觉得我婆婆神经有些问题	我婆婆神经
房子都没有要什么电梯	反正我觉得我爸妈也不着急我嫁人	反正我觉得我爸妈也不着急
你能接受什么价位的	你是不是有车老师的邮箱之类的	fail to follow
