demonstration	test_sentence	response
我提供电子版的	我试下看看我这里能调试了不	我试下看看
你去给我带个眼霜	你要是个男的就好了	你要是个男的就好
我没有淘宝账号	那是外置天线	那是外置
心里先有个数	他们学了奥数和奥英呀	他们学了
当权者不能保护自己的国民	我看那车还不错	那车还不错
我提供电子版的	我都是问中文的	我问中文的
我预约了心脏彩超	啥叫康乐消费	啥叫康乐
恩我正在订机票酒店什么的	我就见过好几个这样的人	我就见过好几个
我要打造巨星品牌	反正我是没洗过十多分钟的脸	反正我是没洗过
你能接受什么价位的	呵呵我无名小卒一枚	呵呵我无名小卒
我路痴一个捏	关键是他的英语水平跟我一样	关键是他跟我一样
当权者不能保护自己的国民	我想一下午了	fail to follow
家里一堆事情	原来你是个诗人	原来你
你认识新朋友没	你发我邮箱	你发我
或者你那个地方什么时候会招人呢	这个是什么意思	fail to follow
钱到位你就买你单位的吧	冲冲要做一个小手术	冲冲做小手术
我没有淘宝账号	我睡了一觉醒了	我醒了
我也要试试这个机构才行	我下个月去买车	下个月去买车
那是理想国	我看了一下牌子比费城的多	我看了牌子比费城的多
我也有过这样的经历	呵呵这是你初恋吗	呵呵初恋吗
我有新衣服	现在儿子肯定多数听老婆的	儿子听老婆
他是退工资的吧	恩我正在订机票酒店什么的	恩我正在订票酒店
路由器在我这边	那你就吃点饭打发一下时间嘛	吃饭打发时间
这里晚上十一点了	我就开了个台球厅和一个网络公司	我就了
