demonstration	test_sentence	response
The appointments are part of a planned succession at the company	Most earn high ratings from credit agencies	most earn high ratings from agencies
This hurts the price of corporate bonds	Electronic gimmicks are key	electronic gimmicks
He does this in at least three of his solo pieces	He temporarily abandoned his search for the Reuters shares	he abandoned search for reuters shares
October is a critical month for the privatization program	But readers may well feel the pangs of recognition	but readers may well feel
This hurts the price of corporate bonds	They did themselves even more good	they did themselves
Both issues are among the most popular with individual investors	It also found them rising much more in the Northeast than elsewhere	it also found them rising much more
Discouragement feeds on itself	People start their own businesses for many reasons	their own businesses
The film makers have couched this offensive idea in pretty packaging	Continental Air replaced its top executive for the sixth time in as many years	continental air replaced its top executive
The pilots argued that this triggered a pay raise for them	That facility should reopen today	that facility should reopen
He expects the price for that product to rise even more next year	Others had lesser damage and there were no injuries among workers	others had damage and no injuries among workers
Another poked a hole in the heel of his shoe	His hands sit farther apart on the keyboard	his hands sit farther apart
Some equipment going to work is almost new	Other manufacturers are equally cautious	other manufacturers are equally
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	The company can go about its business	the company can go its business
President Bush signed a disaster declaration covering seven Northern California counties	Blue chips led the march up in heavy trading	blue chips led the march up
This hurts the price of corporate bonds	The pressure for change will rise with costs	the pressure will rise
Both issues are among the most popular with individual investors	No one around me was saying anything	no one around me
Craig Torres and Anne Newman contributed to this article	The Bakersfield Supermarket went out of business last May	the bakersfield supermarket went out of
The investors range from elderly widows to affluent professionals	And perhaps with good reason	and perhaps good reason
We were out of the box	Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	officials unavailable for comment
The legal fight was the subject of a Wall Street Journal story yesterday	They promised yet more for really good stuff	they promised yet more
He expects the price for that product to rise even more next year	Some of the allegations are simply bizarre	some of the allegations are bizarre
The Senate will probably vote not long afterward	Everyone around me lives well	everyone around me
An American journalist now is standing trial in Namibia	Other magazine publishing companies have been moving in the same direction	other magazine publishing companies have been moving in
Sonja Steptoe and David Wilson contributed to this article	The state can also bar Drexel as an investment adviser	the state can also bar drexel
