demonstration	test_sentence	response
But the brand had trouble from the start	Their effort has received a lukewarm response from the Justice Department	their effort has received a lukewarm response from the justice
The Bakersfield Supermarket went out of business last May	Americans may not be so lucky the next time	americans may not be so lucky
Ski promotions have traditionally avoided the touchy issue of safety	Industry observers expect a wide divergence in performance	industry observers expect a wide divergence in
The company also faces delisting by the National Association of Securities Dealers	His credibility is also on the line in the investment community	his credibility also on line investment community
Utilities management is a major commercial niche	They speak volumes about the state of our society at a given moment	they speak volumes
The embryo had progressed only to a clump of eight identical cells	Both Citicorp and Manufacturers Hanover reported earnings yesterday	both citicorp and manufacturers hanover reported
The commercial was absolutely silent	No tax increases would be necessary	tax increases would be necessary
And she has this inexhaustible energy	But he has been getting heat from all sides over program trading	but he has been getting heat
Federal Paper Board sells paper and wood products	But there was one bright spot yesterday	but there was one bright spot
Expansion plans also include acquisitions in growing foreign markets	Percentage differences based on daily sales rate rather than sales volume	percentage differences based on
This hurts the price of corporate bonds	But such a combination also presents great risks	but such
He does this in at least three of his solo pieces	Some even see a silver lining in the dark clouds	some see silver lining in clouds
Delayed financings also would affect the operations of many companies	Waxman sells a variety of hardware products for the home repair market	waxman sells hardware products for home repair market
The two sides now are accusing each other of lying	Housing has been weak all year and especially so in the past five months	fail to follow
Nobody has any credible estimate	Cadillac may be on to something	cadillac may
Other network applications have very different goals	Portrait studios have also latched onto the trend	portrait studios have
The investors range from elderly widows to affluent professionals	Investors with a heavy tax load should take out their calculators	investors with heavy tax load should take out calculators
Other network applications have very different goals	The Northeast has been holding its own in the population race	the northeast has been holding
Some equipment going to work is almost new	Corn futures prices rose slightly while wheat prices settled mixed	corn futures prices rose slightly while wheat prices settled
The investors range from elderly widows to affluent professionals	The stock market reacted strongly to the news	stock market
Analysts expect further jitters this week	Abbie lies back and leaves the frame empty	abbie lies back
The House version would raise slightly more	Rumors of Soviet interest also pushed up the prices of soybean futures contracts	rumors of soviet interest also pushed up the prices
He expects the price for that product to rise even more next year	Craig Forman in London contributed to this article	craig forman in london contributed this article
The end of the marriage was at hand	Sales of parts for cars and construction vehicles rose	fail to follow
