demonstration	test_sentence	response
Rents have soared along with house prices	Four of those insiders sold more than half their holdings	four of those insiders sold more than half
Traders are already buckling their seat belts	Americans place native or native speakers in charge of subsidiaries overseas	americans place native or native speakers
The bond market was unmoved by the economic statistics	The quake postponed the third and fourth games of the World Series	the quake postponed
The measure also includes spending cuts and increases in federal fees	Some funds are posting yields far higher than the average	fail to follow
Some equipment going to work is almost new	Eventually viewers may grow bored with the technology and resent the cost	grow bored and resent
Other forms of red tape are more pervasive	The reporters were victims and some of the victims turned into unofficial reporters	the reporters were victims and some turned into unofficial reporters
Both issues are among the most popular with individual investors	The British government also strongly opposes the charter in its current form	the british government also
The West Germans then took over and finally found Markus Hess	But Chairman Gonzalez is a genuine maverick	but chairman gonzalez is a genmavick
The woman had nearly died	Unilever already has experienced some disappointment	unilever already has disappointment
The commercial was absolutely silent	Both products were immensely popular	both products were
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	Closed yesterday due to power difficulties	closed yesterday due to difficulties
President Bush signed a disaster declaration covering seven Northern California counties	An additional benefit is the creation of jobs	an additional benefit is
The embryo had progressed only to a clump of eight identical cells	This is partly due to the particular demands of the crop	this is partly due
The West Germans then took over and finally found Markus Hess	The closely watched funds rate is what banks charge each other on overnight loans	the closely watched funds rate is what banks charge each other
Craig Forman in London contributed to this article	Some current rates exceed those on CDs	current rates exceed those on cds
The end of the marriage was at hand	Hanson is a London producer of consumer and other goods	london producer of goods
The plan lacked a withdrawal timetable	Even some House Banking Committee members could suffer from the fallout	even some house banking committee members
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	Breeders are betting on the common folk	breeders bet common folk
Craig Torres and Anne Newman contributed to this article	Other magazine publishing companies have been moving in the same direction	fail to follow
She was as cool as a cucumber	Many hairline cracks in the concrete slabs afterwards	many hairline cracks in the concrete slabs
Utilities management is a major commercial niche	Total return is price changes plus interest income	total return is
Sierra Tucson operates an addiction treatment center	It can happen in any industry	it can happen
Help may be on the way	The dividend had been five cents a share	dividend had been
London shares closed moderately lower in thin trading	The trial begins today in federal court in Philadelphia	the trial begins today in federal court
