demonstration	test_sentence	response
Expansion plans also include acquisitions in growing foreign markets	Market Data Retrieval is a compiler of educational information and provides related services	market data retrieval is a compiler of educational information and provides
The commercial was absolutely silent	Nuclear power plants are acceptable	nuclear power plants
This is an index fund with a bet	The result is mistrust and criticism from all around	the result is mistrust and criticism from
Some equipment going to work is almost new	West German bond prices ended lower after a day of aimless trading	west german bond prices ended
Expansion plans also include acquisitions in growing foreign markets	Industry observers expect a wide divergence in performance	industry observers expect a wide divergence in
Rents have soared along with house prices	The house just settled right down into the ground	the house just settled right down
Delayed financings also would affect the operations of many companies	The same factors limiting demand for office space have affected retailing	fail to follow
President Bush signed a disaster declaration covering seven Northern California counties	But the production is the equal of any local program	but the production
Nissan created its quake ad in a weekend	The completion of the merger agreement follows months of twists and turns	the completion of the merger agreement
William Coors is their uncle	Market Data Retrieval is a compiler of educational information and provides related services	market data retrieval is
These people have different agendas	Help may be on the way	help may be
Athena eventually acquired exclusive rights to the technology and currently is developing it	But they are worried	but they are
Loyalty lags most for utilitarian products like trash bags and batteries	This is an index fund with a bet	this is an index fund with
She was as cool as a cucumber	The above represents a triumph of either apathy or civility	the above represents a triumph of either
The company also faces delisting by the National Association of Securities Dealers	He will continue as a director	he will continue as a
Ashland had a loss	People start their own businesses for many reasons	people start their own businesses
But the move lagged a stronger rise in New York Stock Exchange issues	But under Alan Greenspan that has changed	but under alan greenspan that has
They lied to me on the recruiting trip	It was a Friday in June	friday in june
It also lowered some air fares	The resulting stockpiling has depressed the market	the resulting
Some found it on the screen of a personal computer	The joke here is that the Giants lost by de fault	the joke here is that the giants lost
Loyalty lags most for utilitarian products like trash bags and batteries	The inquiry soon focused on the judge	the inquiry soon focused on the
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Traders attributed the action in them largely to defensive positioning in a volatile market	traders attributed action in them defensive positioning volatile market
The company earns about half its revenue overseas and plans further expansion	The competitive sniping can get pretty petty at times	the competitive at times
An assassin in Colombia killed a federal judge on a Medellin street	Some industry groups consistently weather the storm better than others	some industry groups consistently weather the storm better than
