demonstration	test_sentence	response
Motorola is fighting back against junk mail	He again urged passage of a constitutional amendment outlawing abortion	he again urged passage of a constitutional amendment outlawing
The competitive sniping can get pretty petty at times	But the outcome of a legal dispute almost always turns on the facts	but the outcome of a legal dispute almost always
An assassin in Colombia killed a federal judge on a Medellin street	Measures of manufacturing activity fell more than the overall measures	fail to follow
Delayed financings also would affect the operations of many companies	Their ridicule of him is no substitute for argument	their ridicule him no substitute for argument
Utilities management is a major commercial niche	There were many more	many more
Athena eventually acquired exclusive rights to the technology and currently is developing it	The August drop was the fourth decline in five months	fail to follow
They lied to me on the recruiting trip	The screen was a sea of red	the screen was red
And she has this inexhaustible energy	Timber stocks got a big boost	timber stocks got
But slow sales forced Ford to kill the brand just last week	Now a rocky stock market and weak corporate profits may further threaten the economy	now a rocky stock market and weak corporate profits may threaten the economy
Some found it on the screen of a personal computer	This could mean diminished issuance of derivative mortgage issues during the next few weeks	this could mean diminished issuance
This is an index fund with a bet	It was a jarring day for investors in Genetics Institute	fail to follow
An assassin in Colombia killed a federal judge on a Medellin street	Rumors of Soviet interest also pushed up the prices of soybean futures contracts	fail to follow
We do not depend on pharmaceutical companies for our support	No one around me was saying anything	no one
Sierra Tucson operates an addiction treatment center	The excess supply pushed gasoline prices down in that period	the excess supply pushed gasoline prices
The company also faces delisting by the National Association of Securities Dealers	The figures are shocking	the figures
We go from one to the other	He speaks only in Filipino	he speaks in filipino
The company develops and markets products for the food service industry	Japan is a major target for the Soviets	japan is a major target for
Ski promotions have traditionally avoided the touchy issue of safety	Rolled copper product sales were major contributors to overall sales growth	rolled copper product sales were contributors to sales growth
London shares closed moderately lower in thin trading	Neither disclosed details pending board meetings next month	neither disclosed details
President Bush signed a disaster declaration covering seven Northern California counties	It was a Friday in June	it was a friday
Some abortion advocates have been asking themselves this very question	Wheat futures prices rose slightly	wheat futures prices rose
Percentage differences based on daily sales rate rather than sales volume	But the apple industry is ripe for change	but the apple industry
The legal fight was the subject of a Wall Street Journal story yesterday	Your story is an insult to the citizens of the Mississippi Delta	your story is an insult to the citizens of
The infusion of activists can bring a clash of cultures	The remainder of the house leans precariously against a sturdy oak tree	the of the house leans precariously against a sturdy oak tree
