demonstration	test_sentence	response
But slow sales forced Ford to kill the brand just last week	The trip from the test tube was not without snags	the trip from tube not without snags
The end of the marriage was at hand	The scientists have experimented on the tiny neck arteries of rats	the scientists experimented on rats
President Bush signed a disaster declaration covering seven Northern California counties	Preparedness involves more than flashlights and fire alarms these days	preparedness involves more than flashlights and fire alarms
Craig Forman in London contributed to this article	The result is a new and huge appetite for programming	a new and huge appetite for programming
The rise matches that of the Dow Jones industrials this year	Percentage differences based on daily sales rate rather than sales volume	percentage differences based on daily sales rate
The end of the marriage was at hand	Recruiter Donald Clark does note an increase in searches for minority candidates	recruiter note increase searches minority candidates
Percentage differences based on daily sales rate rather than sales volume	Many called it simply a contrast in styles	many called it simply
Other forms of red tape are more pervasive	Everyone around me lives well	everyone lives well
The embryo had progressed only to a clump of eight identical cells	He has good control	he has
Investors welcomed the move	Not everything looks grim for Quantum	not everything looks grim
The company develops and markets products for the food service industry	Now the Alley has moved ahead on both artistic and financial fronts	now the alley has moved ahead on
The legal fight was the subject of a Wall Street Journal story yesterday	The loss of more customers is the latest in a string of problems	the loss of more customers is the latest in a string of
We go from one to the other	The Diet plays a minor role compared with the powerful bureaucratic system	the diet plays minor role compared with bureaucratic system
Radio programs and books have followed the daily television show	Neither testified at the previous trials	neither testified
Sonja Steptoe and David Wilson contributed to this article	The Chicago exchanges also are working on such a device	the chicago exchanges also are working
Nobody has any credible estimate	The result is mistrust and criticism from all around	the result is
Ski promotions have traditionally avoided the touchy issue of safety	The above represents a triumph of either apathy or civility	the above represents a triumph of either apathy or
Sierra Tucson operates an addiction treatment center	But most lawyers accept that the marketplace has spoken	but most lawyers accept
Radio programs and books have followed the daily television show	Peter Pae in Pittsburgh contributed to this article	peter pae in pittsburgh
The plan lacked a withdrawal timetable	The result is a new and huge appetite for programming	the result is a new
Only a few books fell in the reading room	The British conglomerate cited the recent turmoil in financial markets	the british conglomerate cited the recent turmoil in
President Bush signed a disaster declaration covering seven Northern California counties	Everyone around me lives well	everyone around me
Our teachers are not an important factor in our educational crisis	Panic frequently results in irrational behavior	panic frequently results in
He does this in at least three of his solo pieces	My relationships with the British are totally different	my relationships with british different
