demonstration	test_sentence	response
The embryo had progressed only to a clump of eight identical cells	The urging admittedly has been gentle	the urging has been gentle
An American journalist now is standing trial in Namibia	The estimate includes the results of new stores	the estimate includes the
The trial begins today in federal court in Philadelphia	The rise matches that of the Dow Jones industrials this year	the rise matches that of the dow jones this year
An assassin in Colombia killed a federal judge on a Medellin street	We were coming down straight into their canal	we were coming down straight into their
The end of the marriage was at hand	Competition and mounting insurance and equipment costs have been the undoing of many resorts	fail to follow
The plan lacked a withdrawal timetable	Help may be on the way	help may be
Your story is an insult to the citizens of the Mississippi Delta	The rise matches that of the Dow Jones industrials this year	the rise matches that of the dow jones this year
Other magazine publishing companies have been moving in the same direction	The future of the forest remains uncertain	the future of the forest
The measure also includes spending cuts and increases in federal fees	The end of the marriage was at hand	end of marriage at hand
The measure also includes spending cuts and increases in federal fees	One ad features a huge robot carrying a voluptuous woman in a faint	one ad features a robot carrying a woman
Even claims against individuals and companies face significant roadblocks	The reporters were victims and some of the victims turned into unofficial reporters	fail to follow
We had great success in Somalia	Advertisers attribute this shared loyalty to the striking similarity among brands	advertisers attribute this
That cost rises in times of high market volatility	In most cases damage to company facilities and operations was minimal	in most cases damage to company facilities and operations was
We had great success in Somalia	There is hope of change	there is hope
Sierra Tucson operates an addiction treatment center	The deal would require approval by a majority of Jaguar shareholders	the deal would require approval
The rise matches that of the Dow Jones industrials this year	Big withdrawals from the junk funds have continued this month	withdrawals from junk funds continue this month
The commercial was absolutely silent	Other Western Union securities were also lower	other western union
These revised figures also may explain some of the recent strength of the dollar	Announced and anticipated purchases from foreign countries are also supporting futures prices	announced and anticipated purchases from foreign countries are also supporting
Analysts expect further jitters this week	They looked at the miniature and saw a giant folly	they looked at the miniature
Utilities management is a major commercial niche	Japan is not a political country	japan is not
Other network applications have very different goals	Wilfred closed its Massachusetts schools earlier this year	wilfred closed its
He has too readily swallowed the case for the activist law school culture	Jewelry displays in department stores were often cluttered and uninspired	jewelry displays cluttered uninspired
Athena eventually acquired exclusive rights to the technology and currently is developing it	The most popular such shows focus on narrow national concerns	fail to follow
Other magazine publishing companies have been moving in the same direction	Bond prices were little changed in sluggish activity	bond prices were
