demonstration	test_sentence	response
We go from one to the other	People start their own businesses for many reasons	people start businesses for reasons
The most pressing problem was the suspension of options trading	He turned himself in to authorities in New York earlier this year	he turned himself in
Only a few books fell in the reading room	Rival gangs have turned cities into combat zones	rival gangs have turned cities into
Expansion plans also include acquisitions in growing foreign markets	The four lawyers climbed out from under a table	the four lawyers climbed out from
He does this in at least three of his solo pieces	The talks came as Lebanese negotiations on political changes appeared deadlocked	talks came lebanese negotiations deadlocked
The company also faces delisting by the National Association of Securities Dealers	The Journal also will offer expanded volume and frequency discounts	the journal also will offer
It also lowered some air fares	IRAs were like stepchildren there	iras were like
Analysts expect further jitters this week	Demand will come first from programming production companies and then from television stations	demand will come first from programming production
Delayed financings also would affect the operations of many companies	Large pockets of poverty still exist	fail to follow
Even claims against individuals and companies face significant roadblocks	But the brand had trouble from the start	brand trouble from start
And she has this inexhaustible energy	Rumors of Soviet interest also pushed up the prices of soybean futures contracts	rumors of soviet interest
The House version would raise slightly more	Slowing economies in some areas limit student choice	slowing economies limit student choice
Help may be on the way	Not all Poles are pleased	not all poles
Discouragement feeds on itself	Fund selling also picked up at that point	fund selling picked up
Nobody has any credible estimate	The company is facing a takeover proposal from the financier Sir James Goldsmith	the company is facing
Other magazine publishing companies have been moving in the same direction	But most of those stocks fared well	but most of those stocks
Your story is an insult to the citizens of the Mississippi Delta	There is no rational justification for such behavior	there is no rational justification for behavior
He has too readily swallowed the case for the activist law school culture	And catastrophes are getting ever more costly	and costly
But the move lagged a stronger rise in New York Stock Exchange issues	Some are even coming up with their own novel designs	some are even coming up with their own novel
President Bush signed a disaster declaration covering seven Northern California counties	But no one else does	but no one else
October is a critical month for the privatization program	Ads for England are artsy and irreverent	ads for england
Loyalty lags most for utilitarian products like trash bags and batteries	Panic frequently results in irrational behavior	fail to follow
The answer will be obvious	His credibility is also on the line in the investment community	his credibility is also on the line
Total return is price changes plus interest income	Next year may see a drop of one percentage point	next year may see drop one point
