demonstration	test_sentence	response
The rise matches that of the Dow Jones industrials this year	The announcement fueled speculation for future advances in the shares	the announcement fueled speculation for future advances
Radio programs and books have followed the daily television show	Prices were mixed in Zurich and lower in Stockholm	prices were mixed in zurich and lower
The legal fight was the subject of a Wall Street Journal story yesterday	The loss of the cigarette account would be a severe blow to Wells Rich	the loss of the cigarette account would be a severe blow to
Radio programs and books have followed the daily television show	Most expect the decline in New York stock prices to continue this week	most expect the decline in new york stock prices to
These revised figures also may explain some of the recent strength of the dollar	The joke here is that the Giants lost by de fault	the joke here is that the giants lost
London shares closed moderately lower in thin trading	Big withdrawals from the junk funds have continued this month	big withdrawals from the junk funds have continued
Federal Paper Board sells paper and wood products	The issue here may be the soundness of the guarantee	the issue here may be
The House version would raise slightly more	But the simplicity may be misleading	but the simplicity
It also lowered some air fares	News of the bid drew sharp criticism from other computer companies and industry observers	news of the bid drew
An American journalist now is standing trial in Namibia	The reality is that Bank finances are rock solid	the reality is that bank finances are
Nissan created its quake ad in a weekend	He had been associate professor in the department of finance at Seton Hall University	he had been associate professor
But slow sales forced Ford to kill the brand just last week	The most popular such shows focus on narrow national concerns	the popular shows focus on national concerns
Discouragement feeds on itself	That is for the future	that is
The measure also includes spending cuts and increases in federal fees	South African gold stocks closed higher	south african gold higher
This is an index fund with a bet	This leads to a very special sense of urgency	this leads to a very special sense of
The bond market was unmoved by the economic statistics	The most popular such shows focus on narrow national concerns	the most popular such shows focus on narrow
Expansion plans also include acquisitions in growing foreign markets	Stock prices rallied in active trading	stock prices rallied
This is an index fund with a bet	Neither disclosed details pending board meetings next month	neither disclosed details pending board meetings
That cost rises in times of high market volatility	He was back in jail over the summer on shoplifting charges	he was back in
But slow sales forced Ford to kill the brand just last week	The executive branch bears the first responsibility for timidity	the executive branch bears first responsibility for timidity
The rise matches that of the Dow Jones industrials this year	Many called it simply a contrast in styles	fail to follow
Rents have soared along with house prices	Accepted theories of asset pricing offer a perfectly legitimate explanation	accepted theories of asset pricing offer a perfectly legitimate
It also lowered some air fares	And he added that manufactured goods exports are still rising	and he added that manufactured goods
Loyalty lags most for utilitarian products like trash bags and batteries	There is no rational justification for such behavior	there is no rational justification for such
