demonstration	test_sentence	response
But the Rockefeller investment is its largest	His humility gives him a much better chance of success	his humility gives him
Other magazine publishing companies have been moving in the same direction	Nissan will introduce a completely revamped Sentra next fall	nissan will introduce
Expansion plans also include acquisitions in growing foreign markets	It has some of the highest costs in the league	it has some of the highest costs
The answer will be obvious	It has more drug users than Boston has people	it has more drug users than boston has
The embryo had progressed only to a clump of eight identical cells	No tax increases would be necessary	no tax increases
Craig Forman in London contributed to this article	Poland makes no machinery for a plant on that scale	on that scale
William Coors is their uncle	Nausea seems a commonplace symptom	nausea seems
The answer will be obvious	The competitive sniping can get pretty petty at times	the competitive sniping can get petty
Federal Paper Board sells paper and wood products	Fannie Mae makes a secondary market in home loans	fannie mae makes
Federal Paper Board sells paper and wood products	Traders can vary their strategies and execute their orders in any one of them	traders can vary their strategies
The plan lacked a withdrawal timetable	The dollar also moved higher in Tokyo	the dollar also moved
The company also faces delisting by the National Association of Securities Dealers	Sierra Tucson operates an addiction treatment center	sierra tucson operates
Craig Forman in London contributed to this article	So two cheers for the new rules	new rules
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	Revenue doubled from two years ago	fail to follow
Some equipment going to work is almost new	But many economists were not nearly as jubilant	but many economists were not
These people have different agendas	Both issues are among the most popular with individual investors	both issues are
But the move lagged a stronger rise in New York Stock Exchange issues	Breeders are betting on the common folk	breeders bet common folk
Help may be on the way	And most vacationers still prefer a warm climate for their winter excursions	and most vacationers still prefer a warm climate
Most of the loans in question are to Third World countries in South America	She has also served on several task forces on acquired immune deficiency syndrome	fail to follow
Some found it on the screen of a personal computer	The mining zone has thus remained one of the most desolate places in Africa	the mining zone has remained desolate
And she has this inexhaustible energy	The transaction is subject to a definitive agreement and approval by Ideal shareholders	the transaction is subject to
Sonja Steptoe and David Wilson contributed to this article	Jewelry displays in department stores were often cluttered and uninspired	jewelry displays in department stores cluttered uninspired
This is an index fund with a bet	Other analysts are nearly as pessimistic	other analysts are nearly as
Most of the loans in question are to Third World countries in South America	But its surprising progress so far holds important lessons for companies in trouble	but surprising progress so far holds important lessons for companies in trouble
