demonstration	test_sentence	response
And she has this inexhaustible energy	The dollar was virtually unchanged	the dollar was
Some equipment going to work is almost new	The cafeteria remains closed	the cafeteria remains
The appointments are part of a planned succession at the company	It also could convert glucose from farm wastes into edible protein	it also could convert glucose into protein
The commercial was absolutely silent	The beginnings were modest	the beginnings were
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	The education establishment will fight against common sense every inch of the way	the education establishment will fight every inch of the way
The West Germans then took over and finally found Markus Hess	And earnings have been erratic	and earnings have been
We go from one to the other	Compound yields assume reinvestment of dividends and that current yields continue for a year	yields assume dividends and current yields for a year
The company also faces delisting by the National Association of Securities Dealers	The traffic jam out of the park was monumental	fail to follow
Sonja Steptoe and David Wilson contributed to this article	Slowing economies in some areas limit student choice	slowing economies in some areas limit student
Our teachers are not an important factor in our educational crisis	The rise matches that of the Dow Jones industrials this year	fail to follow
They lied to me on the recruiting trip	And most vacationers still prefer a warm climate for their winter excursions	most vacationers prefer warm climate for winter excursions
October is a critical month for the privatization program	Loyalty lags most for utilitarian products like trash bags and batteries	loyalty lags
The investors range from elderly widows to affluent professionals	Further consolidations in the industry could follow	further consolidations in industry could follow
The outlook for corporate earnings is fairly bleak	Officials at the University of Virginia Art Museum certainly would agree	at the university of virginia art museum certainly would agree
Utilities management is a major commercial niche	They did me some good	they did me
Help may be on the way	Size and weight considerations also have limited screen displays	size and weight limited screen displays
It blames most of these on Fatah	He has too readily swallowed the case for the activist law school culture	fail to follow
An assassin in Colombia killed a federal judge on a Medellin street	That tariff is too stiff for some Financial District wage earners	fail to follow
We had great success in Somalia	The trend is making advocates of the tax cut less optimistic about success	the trend is making advocates less optimistic about success
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	The tribe is one of the poorest in the Pacific Northwest	fail to follow
Demand will come first from programming production companies and then from television stations	Cadillac may be on to something	cadillac may be on to
He does this in at least three of his solo pieces	The tape was on tv before the night was out	tape on tv before night out
Federal Paper Board sells paper and wood products	But there are limits	but there
The company also faces delisting by the National Association of Securities Dealers	No one around me was saying anything	no one around me
