demonstration	test_sentence	response
Sierra Tucson operates an addiction treatment center	The Kabul regime would fall	the kabul regime
Discouragement feeds on itself	And it left mixed signals for London	and it left mixed signals
Ashland had a loss	The cafeteria remains closed	the cafeteria remains
These people have different agendas	Some are even coming up with their own novel designs	some are even coming up with their own
This is an index fund with a bet	This hurts the price of corporate bonds	this hurts the price of corporate
The Senate will probably vote not long afterward	The excess supply pushed gasoline prices down in that period	the excess supply pushed
The legal fight was the subject of a Wall Street Journal story yesterday	Many small investors went for the safety of money market funds	many small investors went for the safety of
Total return is price changes plus interest income	They promised yet more for really good stuff	they promised more for good stuff
Utilities management is a major commercial niche	The answer seems perfectly clear	the answer seems
They lied to me on the recruiting trip	Farmers lay down before the bulldozers	farmers down
William Coors is their uncle	Options markets stopped trading in many securities	options markets stopped trading
Athena eventually acquired exclusive rights to the technology and currently is developing it	So the administration dropped it	so the administration dropped
But the Rockefeller investment is its largest	Cray made its announcement after the stock market closed	cray made its announcement
Athena eventually acquired exclusive rights to the technology and currently is developing it	The transactions are unrelated	the transactions are
The investors range from elderly widows to affluent professionals	Steppenwolf needs the extra seats even more than the fly space	steppenwolf needs the extra seats even more than the space
Analysts expect further jitters this week	The centers normally are closed through the weekend	the centers normally closed
The outlook for corporate earnings is fairly bleak	Some in Big Oil are easing the grip on their wallets	in big oil are easing the grip on their wallets
But the brand had trouble from the start	Investors with a heavy tax load should take out their calculators	investors with a heavy tax load should take out their
Some equipment going to work is almost new	The transactions are unrelated	the transactions are
The Bakersfield Supermarket went out of business last May	Judges will write the real bill as suits roll through the courts	judges will write the real bill
Percentage differences based on daily sales rate rather than sales volume	The board expands to seven members	the board expands
The infusion of activists can bring a clash of cultures	There was no cost estimate for the second phase	there was no estimate for the second phase
Analysts expect further jitters this week	The lack of any new cash probably would still leave the banks dissatisfied	the lack of any new cash probably would still leave the banks
Nissan created its quake ad in a weekend	Neither testified at the previous trials	neither testified
