demonstration	test_sentence	response
The legal fight was the subject of a Wall Street Journal story yesterday	We were coming down straight into their canal	we were coming down
But slow sales forced Ford to kill the brand just last week	The Bakersfield Supermarket went out of business last May	the bakersfield supermarket went out last may
The Pentagon is a haunted house	Cost is a key consideration because of the global sweep of the financial markets	cost is global markets
Ski promotions have traditionally avoided the touchy issue of safety	But there are grounds for complaint	but there are grounds for
Other network applications have very different goals	Bond prices crept higher	bond prices crep
Both issues are among the most popular with individual investors	But trading risk stems from credit risk	but trading risk
The investors range from elderly widows to affluent professionals	One man wrapped several diamonds in the knot of his tie	fail to follow
Nissan created its quake ad in a weekend	People have been very respectful of each other	people have been respectful
Demand will come first from programming production companies and then from television stations	Friday brings the final count on October auto sales	fail to follow
The Bakersfield Supermarket went out of business last May	The company also reassigned several executive responsibilities	fail to follow
Some abortion advocates have been asking themselves this very question	The rise matches that of the Dow Jones industrials this year	the rise matches that of the dow jones industrials
The company earns about half its revenue overseas and plans further expansion	The coating segment also posted higher sales particularly in North America and Europe	the coating segment higher sales north america europe
An assassin in Colombia killed a federal judge on a Medellin street	The plan would impose a brief freeze on physician fees next year	the plan would impose a brief freeze on physician fees
Federal Paper Board sells paper and wood products	Their report galvanized other molecular biologists	their report galvanized
Some found it on the screen of a personal computer	The agreement is subject to completion of a definitive amendment and appropriate approvals	the agreement is subject to completion
These people have different agendas	But even that goal may prove optimistic	but even that
He expects the price for that product to rise even more next year	Both Coors and Stroh have recently been ceding market share to Miller and Anheuser	both and have recently been market share to and
We were out of the box	Both companies will replace the oil filler cap with a ventilated oil filler cap	both companies will replace the oil filler cap
The bond market was unmoved by the economic statistics	Some funds are posting yields far higher than the average	some funds are posting yields far higher than
The most pressing problem was the suspension of options trading	She analyzed families by their sleeping arrangements	she analyzed families
Craig Torres and Anne Newman contributed to this article	The loss of the cigarette account would be a severe blow to Wells Rich	fail to follow
Your story is an insult to the citizens of the Mississippi Delta	West German bond prices ended lower after a day of aimless trading	west german bond prices ended lower after a day of trading
Federal Paper Board sells paper and wood products	It has more drug users than Boston has people	it has more
He expects the price for that product to rise even more next year	The latest rebate is good for all Beretta models	the latest rebate is good for all models
