demonstration	test_sentence	response
The pilots argued that this triggered a pay raise for them	It also adds to the mystery of the venture	it also adds to the mystery
Total return is price changes plus interest income	Their problem is one of inefficiency of an industrial economy	their problem is inefficiency of economy
The bond market was unmoved by the economic statistics	The reporters were victims and some of the victims turned into unofficial reporters	fail to follow
Some abortion advocates have been asking themselves this very question	He was back in jail over the summer on shoplifting charges	he was back in jail over the summer
William Coors is their uncle	The recent sharp stock market decline exacerbated those concerns	the recent sharp stock market decline exacerbated
An assassin in Colombia killed a federal judge on a Medellin street	Many called it simply a contrast in styles	many called it simply a contrast in
Traders are already buckling their seat belts	Not that oil suddenly is a sure thing again	not that oil suddenly
He has too readily swallowed the case for the activist law school culture	But the lovebirds have a conflict	the lovebirds
That cost rises in times of high market volatility	The agreement is subject to government approval	the agreement is subject to
An American journalist now is standing trial in Namibia	The Mouth is back	the mouth
The bond market was unmoved by the economic statistics	The embryo had progressed only to a clump of eight identical cells	the embryo had progressed only to a clump of eight
This hurts the price of corporate bonds	Motorola is in good company	good company
Radio programs and books have followed the daily television show	Fear is the father of panic	fear is the father
This hurts the price of corporate bonds	Poverty remains far more widespread among blacks than other Americans	fail to follow
Some found it on the screen of a personal computer	Shares of three brokerage firms rose after they reported earnings	shares rose after reported earnings
Demand will come first from programming production companies and then from television stations	But the move lagged a stronger rise in New York Stock Exchange issues	but the move lagged a stronger rise in new york stock exchange
He expects the price for that product to rise even more next year	Broader market averages were little changed in the latest session	broader market averages little changed latest session
Percentage differences based on daily sales rate rather than sales volume	But under Alan Greenspan that has changed	but under alan greenspan
The Pentagon is a haunted house	Unilever already has experienced some disappointment	unilever already has
Ski promotions have traditionally avoided the touchy issue of safety	Opponents of the cut are playing hardball	opponents of the cut are playing ball
President Bush signed a disaster declaration covering seven Northern California counties	The company is facing a takeover proposal from the financier Sir James Goldsmith	the company is facing a takeover proposal
The plan lacked a withdrawal timetable	Yet the bill is riding high on the furor over drug trafficking	yet the bill is riding high
Radio programs and books have followed the daily television show	There is a lot of waste	there is
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	there are a few fishing towns with resort houses nearby
