demonstration	test_sentence	response
We do not depend on pharmaceutical companies for our support	The fallout for investors lately has been painful	the fallout
That cost rises in times of high market volatility	Both companies will replace the oil filler cap with a ventilated oil filler cap	both companies will replace the oil filler cap
Help may be on the way	But other figures are surprising	but other figures
The appointments are part of a planned succession at the company	Several other banks have similar applications pending	fail to follow
Ski promotions have traditionally avoided the touchy issue of safety	Next year may see a drop of one percentage point	next year may see a drop one percentage point
Nissan created its quake ad in a weekend	Major European auction houses are turning increasingly to specialized sales	major european auction houses are turning
The rise matches that of the Dow Jones industrials this year	This is partly due to the particular demands of the crop	this is partly due to the particular demands
He does this in at least three of his solo pieces	Paris loved her at first sight	paris loved her
William Coors is their uncle	Unease is widespread among exchange members	unease is widespread
Even claims against individuals and companies face significant roadblocks	Some have raised their cash positions to record levels	some have raised their levels
The embryo had progressed only to a clump of eight identical cells	This could mean diminished issuance of derivative mortgage issues during the next few weeks	this could mean
The measure also includes spending cuts and increases in federal fees	The scientists have experimented on the tiny neck arteries of rats	the scientists have experimented on the tiny neck
That cost rises in times of high market volatility	It made my shoelaces dance with terror	fail to follow
Help may be on the way	Merck is one of the most important stocks in the Major Market Index	merck is one of the most important stocks
The Senate will probably vote not long afterward	The selling by money managers and individual investors is turning traders bearish as well	the selling turning traders bearish
Utilities management is a major commercial niche	Several other Japanese companies and regional governments have sent aid to San Francisco	several other japanese companies and regional governments have sent aid
Demand will come first from programming production companies and then from television stations	The remainder of the house leans precariously against a sturdy oak tree	the remainder of the house leans precariously against a sturdy
Other network applications have very different goals	The Chicago exchanges also are working on such a device	chicago exchanges also working device
Other network applications have very different goals	Part of the answer lies in the nature of the industry	part of answer lies nature industry
The House version would raise slightly more	Still others are looking at overseas markets	still others are looking
We had great success in Somalia	It made my shoelaces dance with terror	it made my shoelaces dance
And she has this inexhaustible energy	Reasons for the collapse of the Nimitz Freeway were sketchy yesterday	reasons for the collapse of the nimitz freeway were
London shares closed moderately lower in thin trading	Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	goldman sachs and salomon brothers unavailable for comment
The bond market was unmoved by the economic statistics	Laurie McGinley contributed to this article	laurie mcginley contributed
