demonstration	test_sentence	response
Demand will come first from programming production companies and then from television stations	Motorola is in good company	motorola is in good
The company also faces delisting by the National Association of Securities Dealers	Estimated volume was three million ounces	estimated volume
Most sleep on the floor	The scientists have experimented on the tiny neck arteries of rats	scientists experiment tiny neck arteries rats
They lied to me on the recruiting trip	The same factors limiting demand for office space have affected retailing	the same factors
The third principal in the South Gardens adventure did have garden experience	Millions of refugees would rush home	millions of refugees would rush
The House version would raise slightly more	The House bill also distorts economic efficiency in all sorts of perverse ways	the house bill also distorts economic efficiency
Analysts expect further jitters this week	But that was all of three months ago	but that was all of three months
Craig Torres and Anne Newman contributed to this article	He is warm and polished before a Puerto Rican Congress in Asbury Park	he is warm and polished before a puerto rican congress
He does this in at least three of his solo pieces	But they are also talking about new magazines	but talking new magazines
The Pentagon is a haunted house	Now he can go further	now he can go
But the brand had trouble from the start	The takeover mania also adds to volatility	the takeover mania also adds to
October is a critical month for the privatization program	Four of those insiders sold more than half their holdings	four insiders sold holdings
Other forms of red tape are more pervasive	Trading in cotton and sugar was nervous and showed small declines	trading in cotton and sugar nervous small declines
The pilots argued that this triggered a pay raise for them	The loss of the cigarette account would be a severe blow to Wells Rich	the loss of the cigarette account would be a severe blow
It blames most of these on Fatah	The husky blond guide with the Aggie cap twists his face in mock fury	husky blond guide aggie cap twists face mock fury
October is a critical month for the privatization program	The struggle over capital gains is the most important game in town	the struggle over capital gains
We were out of the box	Millions of refugees would rush home	millions of refugees rush
Nissan created its quake ad in a weekend	All this is causing convulsions in professional football	all this causing convulsions professional football
Some equipment going to work is almost new	But markets can operate with greater or lesser efficiency	but markets can operate
Traders are already buckling their seat belts	The loyal servant has come full circle	the loyal servant has come
Some abortion advocates have been asking themselves this very question	Professionals dominated municipal trading throughout the session	professionals dominated municipal trading
Some equipment going to work is almost new	The commercial was absolutely silent	the commercial was silent
Motorola is fighting back against junk mail	Other magazine publishing companies have been moving in the same direction	fail to follow
Expansion plans also include acquisitions in growing foreign markets	But there are grounds for complaint	but there are grounds
