demonstration	test_sentence	response
William Coors is their uncle	Businessmen took their cue from the engineers	businessmen took their cue
This hurts the price of corporate bonds	The laws take effect next month	the laws
But the Rockefeller investment is its largest	Individual prosperity inevitably would result	individual prosperity inevitably
The West Germans then took over and finally found Markus Hess	The antibody then kills the cell	the antibody then kills
The third principal in the South Gardens adventure did have garden experience	The volatility was dizzying for traders	the volatility was dizzying
The infusion of activists can bring a clash of cultures	But no one else does	no one else does
Traders are already buckling their seat belts	Most of the telephone problems in the immediate aftermath stemmed from congestion	most of the telephone problems
London shares closed moderately lower in thin trading	The Chicago exchanges also are working on such a device	the chicago exchanges also working on device
President Bush signed a disaster declaration covering seven Northern California counties	Estimated volume was a heavy seven million ounces	estimated volume was a heavy
But the brand had trouble from the start	Athena eventually acquired exclusive rights to the technology and currently is developing it	athena eventually acquired exclusive rights to the technology and currently is developing
Percentage differences based on daily sales rate rather than sales volume	Solidarity wants it from the West	fail to follow
Radio programs and books have followed the daily television show	Both Coors and Stroh have recently been ceding market share to Miller and Anheuser	both coors and stroh have miller and anheuser
The bond market was unmoved by the economic statistics	Other analysts are nearly as pessimistic	other analysts are nearly as
The company also faces delisting by the National Association of Securities Dealers	Jeff Rowe contributed to this article	fail to follow
The commercial was absolutely silent	Those Metropolitan Life ads were bad enough	those metropolitan life ads were
The legal fight was the subject of a Wall Street Journal story yesterday	The takeover mania also adds to volatility	the takeover mania also adds to
Rents have soared along with house prices	The New York company called the lawsuit without merit	the new york company called the lawsuit without
The Bakersfield Supermarket went out of business last May	That facility should reopen today	that facility should reopen
The Pentagon is a haunted house	The contract also provides for advanced billing and network management services	the contract also provides for
The Pentagon is a haunted house	There is a lot of waste	there is
The appointments are part of a planned succession at the company	Both companies are regional carriers in the Southwest	both companies regional carriers southwest
London shares closed moderately lower in thin trading	Prices on the Frankfurt Stock Exchange tumbled in heavy trading	prices on the frankfurt stock exchange tumbled
Discouragement feeds on itself	The pilots were meeting outside Chicago yesterday	pilots meeting outside chicago
No amount of hype will bring viewers back if the shows are weak	Only a few books fell in the reading room	only a few books fell
