demonstration	test_sentence	response
Expansion plans also include acquisitions in growing foreign markets	Accepted theories of asset pricing offer a perfectly legitimate explanation	accepted theories of asset pricing offer a
Craig Forman in London contributed to this article	Trading in cotton and sugar was nervous and showed small declines	in cotton and sugar was nervous and showed small declines
Discouragement feeds on itself	Industry observers expect a wide divergence in performance	industry observers expect a wide
That cost rises in times of high market volatility	He is warm and polished before a Puerto Rican Congress in Asbury Park	he is warm and polished before a park
The pilots argued that this triggered a pay raise for them	It was the smallest monthly increase in a year	it was the smallest monthly increase
She was as cool as a cucumber	The Fed has assumed a similar responsibility in the market for government securities	the fed has assumed a similar responsibility in the market
And she has this inexhaustible energy	Some economists expect further declines in investment spending	some economists expect
Demand will come first from programming production companies and then from television stations	The completion of the merger agreement follows months of twists and turns	the completion of the merger agreement follows months of twists and
Other forms of red tape are more pervasive	The chimney is a pile of bricks on the front lawn	chimney bricks front lawn
The legal fight was the subject of a Wall Street Journal story yesterday	October is a critical month for the privatization program	october is a critical month for
Craig Forman in London contributed to this article	The screen was a sea of red	the screen was a sea of
This hurts the price of corporate bonds	Flesh goes to total alert for flight or fight	flesh goes
We do not depend on pharmaceutical companies for our support	But the market turmoil could be partially beneficial for some small businesses	but market turmoil partially beneficial small businesses
Nissan created its quake ad in a weekend	News of the bid drew sharp criticism from other computer companies and industry observers	news of the bid drew criticism
We were out of the box	Strong farmer selling over the weekend also weighed on prices	strong farmer selling over weekend
Some abortion advocates have been asking themselves this very question	The incident occurred Saturday night	the incident occurred
Utilities management is a major commercial niche	The British economy is hardly the picture of health these days	the british economy is
No amount of hype will bring viewers back if the shows are weak	The dollar and bond prices also closed higher	the dollar and bond prices closed higher
Percentage differences based on daily sales rate rather than sales volume	None of these chief executives were available for comment	none of these executives available comment
Utilities management is a major commercial niche	My universe has changed	my universe
The film makers have couched this offensive idea in pretty packaging	American institutional investors have never had a large appetite for Japanese equities	fail to follow
The company develops and markets products for the food service industry	The case went on appeal to the Second Circuit	the case went on appeal
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	Measures of manufacturing activity fell more than the overall measures	measures fell more than overall measures
The trial begins today in federal court in Philadelphia	Some found it on the screen of a personal computer	some found it on the screen of a computer
