demonstration	test_sentence	response
William Coors is their uncle	South African gold stocks closed moderately lower	south african gold stocks closed lower
Analysts expect further jitters this week	Their problem is one of inefficiency of an industrial economy	their problem is one of inefficiency
Most of the loans in question are to Third World countries in South America	One man wrapped several diamonds in the knot of his tie	fail to follow
Other network applications have very different goals	But it never did let up on the pressure	but it never did
Ski promotions have traditionally avoided the touchy issue of safety	She has also served on several task forces on acquired immune deficiency syndrome	she has also served on several task forces on immune deficiency syndrome
But the move lagged a stronger rise in New York Stock Exchange issues	Yet her intensity stops and starts with the music	yet her intensity stops and starts with
They lied to me on the recruiting trip	But the two countries remain separated by a cultural barrier wider than the ocean	but the two countries remain separated
Motorola is fighting back against junk mail	But many of these stocks have now become expensive	but many of these stocks have now become
The two sides now are accusing each other of lying	Inflation is at record levels	inflation is
Loyalty lags most for utilitarian products like trash bags and batteries	Now the Alley has moved ahead on both artistic and financial fronts	fail to follow
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Options markets stopped trading in many securities	options markets stopped trading in securities
Nobody has any credible estimate	The fallout for investors lately has been painful	the fallout for investors
Rents have soared along with house prices	The volatility was dizzying for traders	the volatility was dizzying
Traders are already buckling their seat belts	Stock prices slipped lower in moderate trading	stock prices slipped lower
He expects the price for that product to rise even more next year	It was a Friday in June	it was a in june
Other magazine publishing companies have been moving in the same direction	Further consolidations in the industry could follow	further consolidations in the industry
The bond market was unmoved by the economic statistics	The chimney is a pile of bricks on the front lawn	the chimney is a pile of bricks
He expects the price for that product to rise even more next year	Measures of manufacturing activity fell more than the overall measures	fail to follow
The West Germans then took over and finally found Markus Hess	But the firm has never had a day like yesterday	but the firm has never had a day like
The investors range from elderly widows to affluent professionals	Some business analysts blame the problem on tough competition in the insurance market	some business analysts blame problem on competition in insurance market
William Coors is their uncle	Earnings of female workers were unchanged	earnings of female workers were
We do not depend on pharmaceutical companies for our support	This hurts the price of corporate bonds	this hurts
The competitive sniping can get pretty petty at times	The bank is now aggressively marketing retail services at its domestic branches	the bank is now aggressively marketing
The trial begins today in federal court in Philadelphia	The investors range from elderly widows to affluent professionals	the investors range from widows to professionals
