demonstration	test_sentence	response
They lied to me on the recruiting trip	Merck is one of the most important stocks in the Major Market Index	merck important stock major market index
These revised figures also may explain some of the recent strength of the dollar	We cruise toward another set of pilings	we cruise toward another set
Total return is price changes plus interest income	Their ridicule of him is no substitute for argument	ridicule not argument
The woman had nearly died	Those portfolios are remarkably diversified	portfolios diversified
Craig Torres and Anne Newman contributed to this article	The issues of companies with ties to the junk bond market also tumbled Friday	the issues of companies with ties to the junk bond market also tumbled
The infusion of activists can bring a clash of cultures	The charge on loans to brokers on stock exchange collateral	on loans to brokers on stock exchange collateral
Analysts expect further jitters this week	The reputed wealth of the Unification Church is another matter of contention	the reputed wealth of the unification church
It also lowered some air fares	The red granite mausoleum draws thousands of visitors daily	the red granite mausoleum draws
An assassin in Colombia killed a federal judge on a Medellin street	The competitive sniping can get pretty petty at times	the competitive sniping can get pretty petty at
The plan lacked a withdrawal timetable	They are more sophisticated this time	they are more sophisticated
The rise matches that of the Dow Jones industrials this year	The dispute was the subject of a Wall Street Journal article in August	the dispute was the subject of a wall street journal article
Other network applications have very different goals	The report of the bankruptcy filing stunned Hollywood executives and investors	the report of the bankruptcy filing stunned
No amount of hype will bring viewers back if the shows are weak	But they will have disappointing returns or even losses if interest rates rise instead	they will have disappointing returns or even losses if interest rates rise instead
But slow sales forced Ford to kill the brand just last week	Recent data from New York City provide more of the picture	recent data from new york city provide more picture
She was as cool as a cucumber	The house just settled right down into the ground	the house just settled right down
Total return is price changes plus interest income	The quake postponed the third and fourth games of the World Series	quake postponed games
Your story is an insult to the citizens of the Mississippi Delta	The pressure for change will rise with costs	the pressure for change will rise with
It also lowered some air fares	It can happen in any industry	it can happen
We go from one to the other	Trading in cotton and sugar was nervous and showed small declines	trading in cotton and sugar showed small declines
The competitive sniping can get pretty petty at times	This of course led to disaster in New York City	this of course led
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	The appointments are part of a planned succession at the company	the appointments are part of a planned at the company
The company also faces delisting by the National Association of Securities Dealers	The historical profession will survive these decisions	the historical profession will survive
We do not depend on pharmaceutical companies for our support	The woman won the bet	fail to follow
Help may be on the way	Rates for the Wall Street Journal Reports will remain unchanged	rates for the wall street journal
