demonstration	test_sentence	response
The company develops and markets products for the food service industry	Michael Applebaum resigned after less than a year in the posts	michael applebaum resigned after less than a year
This hurts the price of corporate bonds	Judges will write the real bill as suits roll through the courts	judges will write
The most pressing problem was the suspension of options trading	And transfer control of much of it to Capitol Hill	and transfer control of much of it
These revised figures also may explain some of the recent strength of the dollar	Many hairline cracks in the concrete slabs afterwards	many cracks in concrete
Expansion plans also include acquisitions in growing foreign markets	The problem here is not in the concept but in its lack of discrimination	the problem here is not in the concept but in its lack of
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	The rise matches that of the Dow Jones industrials this year	fail to follow
Total return is price changes plus interest income	Lawmakers in both houses support the higher level	lawmakers support the higher level
Percentage differences based on daily sales rate rather than sales volume	Call at par after two years and thereafter at par every six months	call at par after two years
Most of the loans in question are to Third World countries in South America	Soaring rights fees will lead to an even greater clutter of commercials	soaring fees will lead to clutter of commercials
Other forms of red tape are more pervasive	The transaction is subject to a definitive agreement and approval by Ideal shareholders	fail to follow
Sierra Tucson operates an addiction treatment center	Wang had previously forecast a loss	wang had previously forecast
The outlook for corporate earnings is fairly bleak	An assassin in Colombia killed a federal judge on a Medellin street	assassin in colombia killed federal judge on medellin street
Sierra Tucson operates an addiction treatment center	It expects any impact on its business to be slight	it expects
Some found it on the screen of a personal computer	Guarantee by General Motors Acceptance Corp	fail to follow
An American journalist now is standing trial in Namibia	But other rake makers have their doubts	but other rake makers have
But the brand had trouble from the start	Their ridicule of him is no substitute for argument	their ridicule of him is no substitute for
That cost rises in times of high market volatility	There is a lot of waste	there is a lot of
Most of the loans in question are to Third World countries in South America	But the push for cleaner fuels is increasing the attractiveness of natural gas	but push for cleaner fuels increasing attractiveness of natural gas
Some even see a silver lining in the dark clouds	He temporarily abandoned his search for the Reuters shares	he temporarily abandoned his search for the reuters
The House version would raise slightly more	Another agency issue came to market yesterday	another agency issue came
He has too readily swallowed the case for the activist law school culture	Pension reform was its main thrust	pension reform
No amount of hype will bring viewers back if the shows are weak	He temporarily abandoned his search for the Reuters shares	he abandoned his search for the reuters shares
The commercial was absolutely silent	We think that the ratings revision is unfortunate but not unexpected	we think that the ratings revision is
Delayed financings also would affect the operations of many companies	The tribe is one of the poorest in the Pacific Northwest	fail to follow
