demonstration	test_sentence	response
This is an index fund with a bet	Most expect the decline in New York stock prices to continue this week	most expect the decline in new york stock prices this week
Radio programs and books have followed the daily television show	Both products were immensely popular	both products
Craig Torres and Anne Newman contributed to this article	Closed yesterday due to power difficulties	closed yesterday due to power
Craig Forman in London contributed to this article	Officials at Mellon Capital were unavailable for comment	at mellon capital were unavailable for comment
The measure also includes spending cuts and increases in federal fees	One apparent side effect is a minor increase in a brain hormone	one apparent side effect is a minor increase in brain hormone
Both the Peasants and Rural Solidarity are forming new political parties for farmers	He again urged passage of a constitutional amendment outlawing abortion	he again urged passage of constitutional amendment outlawing abortion
The competitive sniping can get pretty petty at times	Fund selling also picked up at that point	fund selling also
She was as cool as a cucumber	The British economy is hardly the picture of health these days	the british economy is hardly the picture of
The company also faces delisting by the National Association of Securities Dealers	Expansion plans also include acquisitions in growing foreign markets	expansion plans also include
But slow sales forced Ford to kill the brand just last week	But there were no buyers	but no buyers
Some equipment going to work is almost new	Not everyone believes that the good times are over for shippers	not everyone believes that the good times are
Investors welcomed the move	British government bonds surged on renewed volatility in the stock market	british government bonds surged
Utilities management is a major commercial niche	Other scandal survivors are sometimes the best source of solace	other scandal survivors are
The West Germans then took over and finally found Markus Hess	Soaring rights fees will lead to an even greater clutter of commercials	soaring rights fees will lead to
The woman had nearly died	That injunction resulted from litigation between Temple and Sea Containers last May	injunction resulted from litigation
The Bakersfield Supermarket went out of business last May	Successful American business owners do the same thing	fail to follow
The company earns about half its revenue overseas and plans further expansion	The thrift and the holders had suspended their lawsuits as part of the agreement	the thrift and the holders suspended their lawsuits as part of the agreement
Discouragement feeds on itself	He softened the talk about a recession	he softened the talk
This hurts the price of corporate bonds	The answer seems perfectly clear	the answer
Radio programs and books have followed the daily television show	Two segments posted lower earnings for the quarter	two segments
Our teachers are not an important factor in our educational crisis	Too bad theory fails in practice	too bad theory fails in
The company also faces delisting by the National Association of Securities Dealers	By the end of the century scientists had embraced the system	by the end of the century scientists had embraced
The legal fight was the subject of a Wall Street Journal story yesterday	Stock prices rallied in active trading	stock prices rallied
He does this in at least three of his solo pieces	And he nearly always bought and sold for cash	he bought and sold for cash
