demonstration	test_sentence	response
Craig Torres and Anne Newman contributed to this article	Right away you notice the following things about a Philip Glass concert	fail to follow
The company develops and markets products for the food service industry	It recently introduced a line for the home market	it recently introduced a line for
The two sides now are accusing each other of lying	Traders can vary their strategies and execute their orders in any one of them	traders can vary their strategies and execute their orders
Other network applications have very different goals	But opponents fear overcrowding	but opponents fear
October is a critical month for the privatization program	In Greater Israel more than half the children under six are Muslims	in greater israel more than half
The most pressing problem was the suspension of options trading	But the apple industry is ripe for change	but the apple industry is
The appointments are part of a planned succession at the company	He had been vice president in that office	he had been in that office
Your story is an insult to the citizens of the Mississippi Delta	It may experience an upswing or two in between	it may experience upswing or two in between
The woman had nearly died	There are few factories and no mines	there are few
That cost rises in times of high market volatility	That tariff is too stiff for some Financial District wage earners	that tariff is too stiff for some
He does this in at least three of his solo pieces	Funds for drilling may inch up more next year if oil prices stay stable	funds may inch up more next year if prices stay stable
Help may be on the way	Investors and analysts applauded the news	investors and analysts
The West Germans then took over and finally found Markus Hess	Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	officials at goldman sachs and salomon brothers were unavailable
The plan lacked a withdrawal timetable	Two election commission members opposed the matching plans	two election commission members opposed
An American journalist now is standing trial in Namibia	The charges said that one worker suffered permanent brain damage from mercury exposure	the charges said
She was as cool as a cucumber	West German bond prices ended lower after a day of aimless trading	west german bond prices ended lower
Athena eventually acquired exclusive rights to the technology and currently is developing it	These people have different agendas	these people have different
Nobody has any credible estimate	The thrift and the holders had suspended their lawsuits as part of the agreement	the thrift and the holders had suspended
The Bakersfield Supermarket went out of business last May	Paris loved her at first sight	paris loved her
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Issues of insurance brokers were especially strong	issues of insurance brokers especially strong
Another poked a hole in the heel of his shoe	The loss of the cigarette account would be a severe blow to Wells Rich	the loss of the cigarette account would be a severe blow
These revised figures also may explain some of the recent strength of the dollar	Sonja Steptoe and David Wilson contributed to this article	sonja steptoe and david wilson contributed
London shares closed moderately lower in thin trading	Florida National said yesterday that it remains committed to the merger	florida national said yesterday that it remains committed
The infusion of activists can bring a clash of cultures	The switch to the London market during such turbulent times is significant	the to the london market during such turbulent times is significant
