demonstration	test_sentence	response
The company earns about half its revenue overseas and plans further expansion	Major European auction houses are turning increasingly to specialized sales	major european auction houses sales
Some equipment going to work is almost new	The bond market was unmoved by the economic statistics	the bond market was unmoved
The competitive sniping can get pretty petty at times	But they will have disappointing returns or even losses if interest rates rise instead	but they will have disappointing returns
The measure also includes spending cuts and increases in federal fees	But readers may well feel the pangs of recognition	readers may feel pangs of recognition
The two sides now are accusing each other of lying	The Marina rescue center offered a very San Franciscan response to the disaster	the marina rescue center offered a very
Sierra Tucson operates an addiction treatment center	The farmers stayed angry	the farmers stayed
And she has this inexhaustible energy	Other trips were more productive	other trips were
The woman had nearly died	He expected as much	he expected
Analysts expect further jitters this week	The House Energy Committee will debate the issue later this month	house energy committee debate issue later month
The legal fight was the subject of a Wall Street Journal story yesterday	Those current holders would also receive minority interests in the new company	those current holders would also receive
Other network applications have very different goals	The figures are shocking	figures shocking
The investors range from elderly widows to affluent professionals	The company is facing a takeover proposal from the financier Sir James Goldsmith	the company is facing a takeover proposal from sir james goldsmith
Other magazine publishing companies have been moving in the same direction	It can happen in any industry	it can happen
The end of the marriage was at hand	Some of these ideas are again under consideration in Congress	some ideas under consideration in congress
Ski promotions have traditionally avoided the touchy issue of safety	The joke here is that the Giants lost by de fault	the joke here is that the giants lost by fault
The legal fight was the subject of a Wall Street Journal story yesterday	Wall Street traders on Friday had complained about the trading suspensions	wall street traders on friday had complained about
Sierra Tucson operates an addiction treatment center	Then he casts out	then he
The House version would raise slightly more	Yet the state alone sells seeds and machines	yet the state sells seeds and machines
The appointments are part of a planned succession at the company	Options markets stopped trading in many securities	markets stopped trading in securities
Utilities management is a major commercial niche	Uncertainty dogs every aspect of their lives	uncertainty dogs
This hurts the price of corporate bonds	The most pressing problem was the suspension of options trading	the most pressing problem was
The company develops and markets products for the food service industry	Florida National said yesterday that it remains committed to the merger	florida national said yesterday that it remains committed to
The commercial was absolutely silent	The dollar was virtually unchanged	the dollar was
The measure also includes spending cuts and increases in federal fees	Estimated volume was a heavy seven million ounces	estimated volume was a heavy million ounces
