original	label	prediction
And there were other blunders	And there were other blunders	other blunders
And there were other blunders	And there were other blunders	other blunders
And there were other blunders	And there were other blunders	were other blunders
And there were other blunders	And there were other blunders	other blunders
And there were other blunders	And there were other blunders	other blunders
And there were other blunders	And there were other blunders	there were other blunders
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	and were other blunders
And there were other blunders	And there were other blunders	other blunders
And there were other blunders	And there were other blunders	other blunders
And there were other blunders	And there were other blunders	other blunders
And there were other blunders	And there were other blunders	other blunders
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	other blunders
And there were other blunders	And there were other blunders	and there were other
And there were other blunders	And there were other blunders	other blunders
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	other blunders
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	and there were
And there were other blunders	And there were other blunders	and were other blunders
And there were other blunders	And there were other blunders	there were other blunders
And there were other blunders	And there were other blunders	there were other blunders
And there were other blunders	And there were other blunders	and there were other
And there were other blunders	And there were other blunders	and there were other
And there were other blunders	And there were other blunders	and there were
And there were other blunders	And there were other blunders	and there were
And there were other blunders	And there were other blunders	there were other blunders
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	and there were
And there were other blunders	And there were other blunders	and there were other
And there were other blunders	And there were other blunders	other blunders
And there were other blunders	And there were other blunders	there were
And there were other blunders	And there were other blunders	and there were other
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	and there were blunders
And there were other blunders	And there were other blunders	there were other blunders
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	and there were blunders
And there were other blunders	And there were other blunders	and there were blunders
And there were other blunders	And there were other blunders	and there were blunders
And there were other blunders	And there were other blunders	and were other blunders
And there were other blunders	And there were other blunders	there were other blunders
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	and there were blunders
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	and there were blunders
And there were other blunders	And there were other blunders	there were other blunders
And there were other blunders	And there were other blunders	and there were other
And there were other blunders	And there were other blunders	and there were other
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	other blunders
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	there were other blunders
And there were other blunders	And there were other blunders	there were other blunders
And there were other blunders	And there were other blunders	there were blunders
And there were other blunders	And there were other blunders	and there were other
And there were other blunders	And there were other blunders	and there were other
And there were other blunders	And there were other blunders	and there were other
And there were other blunders	And there were other blunders	and there were other
And there were other blunders	And there were other blunders	fail to follow
And there were other blunders	And there were other blunders	fail to follow
