demonstration	test_sentence	response
The third principal in the South Gardens adventure did have garden experience	The trend is making advocates of the tax cut less optimistic about success	the trend is making advocates of the tax cut less optimistic
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	One man wrapped several diamonds in the knot of his tie	fail to follow
Discouragement feeds on itself	Waxman sells a variety of hardware products for the home repair market	waxman sells
Athena eventually acquired exclusive rights to the technology and currently is developing it	Now there are many cars for every purse and purpose	fail to follow
These people have different agendas	The beginnings were modest	the beginnings were
The investors range from elderly widows to affluent professionals	Neither testified at the previous trials	neither testified at previous trials
Some abortion advocates have been asking themselves this very question	The struggle over capital gains is the most important game in town	the struggle over capital gains
The film makers have couched this offensive idea in pretty packaging	Conversation was subdued as most patrons watched the latest market statistics on television	conversation subdued patrons watch market statistics on tv
The investors range from elderly widows to affluent professionals	So two cheers for the new rules	so cheers for the new rules
The investors range from elderly widows to affluent professionals	The lack of any new cash probably would still leave the banks dissatisfied	the lack of any new cash probably would still leave the banks
Discouragement feeds on itself	The switch to the London market during such turbulent times is significant	the switch significant
She was as cool as a cucumber	But Middle East supplies were growing in importance	but middle east supplies were growing in
Motorola is fighting back against junk mail	The companies reached an agreement in principle for the sale in August	the companies reached an agreement in principle for the sale
Motorola is fighting back against junk mail	Dan Rather served as emcee	dan rather served as
The company develops and markets products for the food service industry	The dispute was the subject of a Wall Street Journal article in August	the dispute was the subject of a wall street journal article
And she has this inexhaustible energy	The collagen corneal shield helps speed healing of the cornea after eye surgery	the collagen corneal shield helps
But the Rockefeller investment is its largest	The company also reassigned several executive responsibilities	the company also
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	His credibility is also on the line in the investment community	his credibility is on the line in the investment community
Rents have soared along with house prices	Many of his peers feel the same way	many of his peers feel the same
The woman had nearly died	The Bakersfield Supermarket went out of business last May	the bakersfield supermarket went
The most pressing problem was the suspension of options trading	His credibility is also on the line in the investment community	his credibility is also on the line
The bond market was unmoved by the economic statistics	He became angry in return	he became angry
We were out of the box	We do not depend on pharmaceutical companies for our support	we do not depend
The Bakersfield Supermarket went out of business last May	Lawmakers in both houses support the higher level	fail to follow
