demonstration	test_sentence	response
They lied to me on the recruiting trip	Nissan created its quake ad in a weekend	nissan created its ad
Another poked a hole in the heel of his shoe	But weak car sales raise questions about future demand from the auto sector	but weak car sales raise questions about future demand
Most sleep on the floor	Farmers lay down before the bulldozers	farmers lay down before
Ashland had a loss	Nausea seems a commonplace symptom	nausea seems a commonplace
The Pentagon is a haunted house	There were many more	many more
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	First Interstate made the move under pressure from regulators	fail to follow
Investors welcomed the move	Corporate bonds were unchanged	corporate bonds
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	Fundamental factors are at work as well	factors at work
Percentage differences based on daily sales rate rather than sales volume	Until now it had sat idle	until now
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	Loyalty lags most for utilitarian products like trash bags and batteries	loyalty lags for utilitarian products
Analysts expect further jitters this week	Major European auction houses are turning increasingly to specialized sales	major european auction houses are turning increasingly
But the brand had trouble from the start	Most of us know a sucker	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	The machine began shipping at the end of last year	the machine began shipping
The company earns about half its revenue overseas and plans further expansion	The two executives could hardly be more different	the two executives different
The Bakersfield Supermarket went out of business last May	Portrait studios have also latched onto the trend	fail to follow
Federal Paper Board sells paper and wood products	Suddenly the woman begins swaying and then writhing	suddenly the woman begins
Analysts expect further jitters this week	But most investors were seeking share prices and other information	but most seeking share prices
Other forms of red tape are more pervasive	The House version of the bill does include the tax cut	fail to follow
The pilots argued that this triggered a pay raise for them	Other fund managers were similarly sanguine	other fund managers were similarly
The competitive sniping can get pretty petty at times	The pilots argued that this triggered a pay raise for them	the pilots argued
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Sales of parts for cars and construction vehicles rose	fail to follow
Demand will come first from programming production companies and then from television stations	Many small investors went for the safety of money market funds	many small investors went for the safety of money market
We were out of the box	None of the officials was available for comment	none of the officials was available
Expansion plans also include acquisitions in growing foreign markets	The dispute was the subject of a Wall Street Journal article in August	the dispute was the subject of a
