demonstration	test_sentence	response
The most pressing problem was the suspension of options trading	The report suggested that current review programs are too narrow	the report suggested that
Other magazine publishing companies have been moving in the same direction	Most sleep on the floor	fail to follow
But slow sales forced Ford to kill the brand just last week	The pilots were meeting outside Chicago yesterday	the pilots meeting outside chicago yesterday
Analysts expect further jitters this week	The Communists froze prices instead	the communists froze prices
The appointments are part of a planned succession at the company	The dispute was the subject of a Wall Street Journal article in August	the dispute was subject of wall street journal article august
Traders are already buckling their seat belts	Some of the allegations are simply bizarre	some of the allegations are simply
These people have different agendas	Timber stocks got a big boost	timber stocks got
This hurts the price of corporate bonds	No sophisticated professional expects economists to be right all the time	no expect economists right all time
The Pentagon is a haunted house	He lived with her	he lived
Traders are already buckling their seat belts	Innocent bystanders often are the victims	innocent bystanders often
The woman had nearly died	But the shortages also spawned rampant speculation and spiraling prices	but the shortages also
Craig Forman in London contributed to this article	The rise matches that of the Dow Jones industrials this year	fail to follow
No amount of hype will bring viewers back if the shows are weak	Magazine publishers are facing spiraling costs and a glut of new titles	publishers are facing spiraling costs and a glut of new titles
The end of the marriage was at hand	German and Dutch investors reportedly loaded up on Kellogg Co	reportedly loaded up on kellogg co
Traders are already buckling their seat belts	Industry observers expect a wide divergence in performance	industry observers expect a wide
Investors welcomed the move	Suddenly the woman begins swaying and then writhing	suddenly the woman begins
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	We are the producers of that movie	we are the producers
He expects the price for that product to rise even more next year	Glenn Hall contributed to this article	glenn hall contributed this article
The rise matches that of the Dow Jones industrials this year	And his outlook improved after successful cataract surgery in August	and his outlook improved after successful cataract surgery
They lied to me on the recruiting trip	In Greater Israel more than half the children under six are Muslims	in greater israel muslims
Both issues are among the most popular with individual investors	Laurie McGinley contributed to this article	laurie mcginley
Another poked a hole in the heel of his shoe	The board expands to seven members	the board expands to seven
He has too readily swallowed the case for the activist law school culture	Cadillac may be on to something	cadillac on something
Nissan created its quake ad in a weekend	They came by their strangeness honestly	they came by their strangeness
