demonstration	test_sentence	response
The commercial was absolutely silent	But Nora and Malcolm feel trapped	but nora and malcolm feel
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	Reasons for the collapse of the Nimitz Freeway were sketchy yesterday	reasons for collapse nimitz freeway sketchy yesterday
The answer will be obvious	Even claims against individuals and companies face significant roadblocks	even claims against individuals and companies
Another poked a hole in the heel of his shoe	This pattern was particularly evident among more highly educated couples	this pattern was particularly evident among more highly educated
Total return is price changes plus interest income	The future of the forest remains uncertain	future of forest uncertain
The embryo had progressed only to a clump of eight identical cells	The Vatican was in the red last year	the vatican was
Ski promotions have traditionally avoided the touchy issue of safety	Two segments posted lower earnings for the quarter	two segments posted earnings for the quarter
Federal Paper Board sells paper and wood products	The main reason remains weather	the main reason remains
Total return is price changes plus interest income	But its surprising progress so far holds important lessons for companies in trouble	but its progress holds lessons for companies in trouble
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Sam Ramirez and his men are late	sam ramirez and his late
The rise matches that of the Dow Jones industrials this year	Several other banks have similar applications pending	several other banks have similar applications
The competitive sniping can get pretty petty at times	The recent sharp stock market decline exacerbated those concerns	the recent sharp stock market
That cost rises in times of high market volatility	He takes over a school system in the midst of radical reform	he takes over a school system in
Some equipment going to work is almost new	Other airline stocks were mixed	other airline stocks were
This is an index fund with a bet	The excess supply pushed gasoline prices down in that period	the excess supply pushed gasoline prices
That cost rises in times of high market volatility	Bond prices posted strong gains as investors went on a bargain hunt	bond prices posted
The Bakersfield Supermarket went out of business last May	But a flurry of late trading yesterday beefed up prices	fail to follow
Radio programs and books have followed the daily television show	She was the child of relative privilege	she was the child of
An American journalist now is standing trial in Namibia	But the lack of lines became painfully apparent	but the lack of lines became
Most sleep on the floor	The closely watched funds rate is what banks charge each other on overnight loans	closely watched funds rate banks charge each other overnight loans
October is a critical month for the privatization program	The problem is not that the Fed is too unresponsive to the public interest	the problem is not that the fed
The outlook for corporate earnings is fairly bleak	The result is that the unthinkable and illogical are happening	the result is that unthinkable and illogical are happening
The plan lacked a withdrawal timetable	But a flurry of late trading yesterday beefed up prices	but a flurry of late trading yesterday
London shares closed moderately lower in thin trading	The report of the bankruptcy filing stunned Hollywood executives and investors	the report of the bankruptcy filing stunned hollywood executives
