demonstration	test_sentence	response
An assassin in Colombia killed a federal judge on a Medellin street	Trading in cotton and sugar was nervous and showed small declines	trading in cotton and sugar was nervous and showed small
Only a few books fell in the reading room	Cost is a key consideration because of the global sweep of the financial markets	cost is a key consideration because of the global sweep
We were out of the box	The peril of unlimited liability looms large for a number of them now	the peril looms large for them now
The commercial was absolutely silent	The move had been widely expected	the move had been
The plan lacked a withdrawal timetable	The four lawyers climbed out from under a table	the four lawyers climbed out
That cost rises in times of high market volatility	They note that stocks experienced volatile swings long before futures	they note that stocks experienced volatile swings
October is a critical month for the privatization program	The British government also strongly opposes the charter in its current form	the british government also strongly opposes
Other network applications have very different goals	We put some orders together	we put
Sierra Tucson operates an addiction treatment center	Professionals dominated municipal trading throughout the session	professionals dominated
The investors range from elderly widows to affluent professionals	Our teachers are not an important factor in our educational crisis	our teachers not important factor in educational crisis
Athena eventually acquired exclusive rights to the technology and currently is developing it	Estimated volume was a very light one million ounces	estimated volume was a very light
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	The American Stock Exchange listed shares of two companies	fail to follow
Sonja Steptoe and David Wilson contributed to this article	First Interstate made the move under pressure from regulators	first interstate made the move
These revised figures also may explain some of the recent strength of the dollar	Other gainers were companies with one or more undamaged California refineries	other gainers were companies with one or more undamaged
The company earns about half its revenue overseas and plans further expansion	But that was all of three months ago	but that was ago
These revised figures also may explain some of the recent strength of the dollar	Investors with a heavy tax load should take out their calculators	investors with a heavy tax load should take out
The company develops and markets products for the food service industry	Motorola is fighting back against junk mail	motorola is fighting back against
Percentage differences based on daily sales rate rather than sales volume	The result is mistrust and criticism from all around	result mistrust criticism all around
Expansion plans also include acquisitions in growing foreign markets	The House bill also distorts economic efficiency in all sorts of perverse ways	the house bill also distorts economic efficiency in
The answer will be obvious	We had great success in Somalia	great success somalia
But the move lagged a stronger rise in New York Stock Exchange issues	Some equipment going to work is almost new	some equipment going to work is almost
He expects the price for that product to rise even more next year	Dow Jones is the publisher of The Wall Street Journal	dow jones is publisher of the wall street journal
He expects the price for that product to rise even more next year	The Bakersfield Supermarket went out of business last May	bakersfield supermarket out of business last may
Another poked a hole in the heel of his shoe	The report of the bankruptcy filing stunned Hollywood executives and investors	the report of the bankruptcy filing stunned hollywood
