demonstration	test_sentence	response
This hurts the price of corporate bonds	Many companies are hesitating	companies hesitating
This hurts the price of corporate bonds	There were no new issues	there no
The woman had nearly died	But it could be much worse	but it could be
Nissan created its quake ad in a weekend	The joke here is that the Giants lost by de fault	the joke here is that the giants lost
The film makers have couched this offensive idea in pretty packaging	But the brand had trouble from the start	but the brand had trouble
Only a few books fell in the reading room	The husky blond guide with the Aggie cap twists his face in mock fury	the husky blond guide with the aggie cap twists his face in
The end of the marriage was at hand	Right away you notice the following things about a Philip Glass concert	right away notice following things about philip glass concert
Nobody has any credible estimate	Litigation consulting had arrived	litigation consulting
The most pressing problem was the suspension of options trading	New York stocks recovered some of their losses after the London market closed	new york stocks recovered
The two sides now are accusing each other of lying	Still the Salinger decision created a strong presumption against fair use of unpublished materials	still the salinger decision created
An assassin in Colombia killed a federal judge on a Medellin street	Issues of insurance brokers were especially strong	fail to follow
The rise matches that of the Dow Jones industrials this year	Not to mention the incursion of imports	fail to follow
And she has this inexhaustible energy	IRAs were like stepchildren there	like stepchildren there
Motorola is fighting back against junk mail	One man wrapped several diamonds in the knot of his tie	one man wrapped diamonds in tie
These revised figures also may explain some of the recent strength of the dollar	An assassin in Colombia killed a federal judge on a Medellin street	fail to follow
Other magazine publishing companies have been moving in the same direction	But they attribute much of the weakness to customer inventory reductions	but they attribute much of the weakness to
London shares closed moderately lower in thin trading	There was no appreciable market impact from the California earthquake	there was no appreciable market impact
President Bush signed a disaster declaration covering seven Northern California counties	Other mutual fund companies reported even lighter withdrawal requests	other mutual fund companies reported
The legal fight was the subject of a Wall Street Journal story yesterday	We had great success in Somalia	we had great success
But the move lagged a stronger rise in New York Stock Exchange issues	She bursts into tears and walks away	she bursts into tears and
Athena eventually acquired exclusive rights to the technology and currently is developing it	Even Drexel is pulling back	even drexel is pulling
Traders are already buckling their seat belts	The reporters were victims and some of the victims turned into unofficial reporters	fail to follow
The Pentagon is a haunted house	Some industry groups consistently weather the storm better than others	some industry groups
Nissan created its quake ad in a weekend	That structural lack is crucial because investors are the only source of market liquidity	that structural lack crucial investors only source market liquidity
