demonstration	test_sentence	response
The company also faces delisting by the National Association of Securities Dealers	The position of chief operating officer is new	the chief is new
Expansion plans also include acquisitions in growing foreign markets	October is a critical month for the privatization program	october is a critical month for the
Your story is an insult to the citizens of the Mississippi Delta	The charge on loans to brokers on stock exchange collateral	the charge on loans to brokers on stock exchange
The plan lacked a withdrawal timetable	An assassin in Colombia killed a federal judge on a Medellin street	assassin colombia killed federal judge medellin street
Analysts expect further jitters this week	Canadian investment rules require that big foreign takeovers meet that standard	canadian investment rules require big foreign takeovers meet standard
Most sleep on the floor	Revenue doubled from two years ago	revenue doubled
But the brand had trouble from the start	Joanne Lipman contributed to this article	joanne lipman contributed to this
Other forms of red tape are more pervasive	Millions of refugees would rush home	refugees would rush home
Your story is an insult to the citizens of the Mississippi Delta	But lawmakers of both parties agree that the streamlining was temporary	but lawmakers of both parties agree that the streamlining was temprary
Federal Paper Board sells paper and wood products	Those Metropolitan Life ads were bad enough	those metropolitan life
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	There was tremendous public enthusiasm for stock mutual funds	there was enthusiasm for mutual funds
The commercial was absolutely silent	Several other banks have similar applications pending	several other banks have
These revised figures also may explain some of the recent strength of the dollar	No one else will watch out for you	no one else watch out for you
They lied to me on the recruiting trip	The charges said that one worker suffered permanent brain damage from mercury exposure	the charges said
Our teachers are not an important factor in our educational crisis	IRAs were like stepchildren there	iras were like stepchildren
We had great success in Somalia	The latest wave of marketing is instructive	the latest wave
Athena eventually acquired exclusive rights to the technology and currently is developing it	One such company is Bankers Trust Co	one such company is bankers trust
Athena eventually acquired exclusive rights to the technology and currently is developing it	Cadillac may be on to something	cadillac may be on to
October is a critical month for the privatization program	Creative accounting is a hallmark of federal credit	creative accounting
This hurts the price of corporate bonds	The youthful audience for Saturday programming is no longer dependent on the networks	the youthful audience no longer dependent networks
Other magazine publishing companies have been moving in the same direction	New telephone lines posted healthy growth	new telephone lines
The pilots argued that this triggered a pay raise for them	Glenn Hall contributed to this article	glenn hall contributed
Most sleep on the floor	Cadillac may be on to something	cadillac may be on
Our teachers are not an important factor in our educational crisis	The charge on loans to brokers on stock exchange collateral	fail to follow
