demonstration	test_sentence	response
Total return is price changes plus interest income	Corporate due process appeals to management for a variety of reasons	corporate process appeals to management
This hurts the price of corporate bonds	But industry observers still questioned whether Georgia Pacific will ultimately prevail	but industry observers still questioned
Total return is price changes plus interest income	Investors with a heavy tax load should take out their calculators	investors with heavy tax load should take calculators
William Coors is their uncle	Treasury bonds ended slightly higher in light trading	treasury bonds ended
Some even see a silver lining in the dark clouds	Portrait studios have also latched onto the trend	portrait studios have also latched onto
Motorola is fighting back against junk mail	All three funds posted negative returns for the year to date	all three funds posted negative returns for the
The rise matches that of the Dow Jones industrials this year	Traders can vary their strategies and execute their orders in any one of them	traders can vary strategies execute orders in any one
The legal fight was the subject of a Wall Street Journal story yesterday	Output of business equipment was unchanged in September	output of business equipment was
The film makers have couched this offensive idea in pretty packaging	Some economists expect further declines in investment spending	some economists expect further declines
Ashland had a loss	Arm troubles forced him back to the minors the next year	arm troubles forced him
The trial begins today in federal court in Philadelphia	His credentials are excellent for the task	credentials excellent for task
The company also faces delisting by the National Association of Securities Dealers	Options markets stopped trading in many securities	fail to follow
The woman had nearly died	Nissan will introduce a completely revamped Sentra next fall	nissan will introduce
The trial begins today in federal court in Philadelphia	Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	officials at sachs and brothers were unavailable for comment
An assassin in Colombia killed a federal judge on a Medellin street	She analyzed families by their sleeping arrangements	fail to follow
Analysts expect further jitters this week	Negative answers crackle back	negative answers crackle
Other forms of red tape are more pervasive	The struggle over capital gains is the most important game in town	the struggle over is the most important game in town
Both the Peasants and Rural Solidarity are forming new political parties for farmers	This occurred partly because of more competition as the number of new businesses surged	this occurred partly because of more competition as new businesses surged
She was as cool as a cucumber	Recession fears are springing up again among investors	recession fears are springing up again
Most of the loans in question are to Third World countries in South America	The election was by secret ballot in the General Assembly	the election was in the general assembly
He expects the price for that product to rise even more next year	He also mentioned increased capital investment by Pacific Bell for network improvements	he also mentioned increased capital investment by for improvements
The bond market was unmoved by the economic statistics	No such statement appears on the tapes	no such statement appears on the
The Senate will probably vote not long afterward	The Mouth is back	mouth back
The pilots argued that this triggered a pay raise for them	But Nora and Malcolm feel trapped	but nora and malcolm feel
