demonstration	test_sentence	response
Ski promotions have traditionally avoided the touchy issue of safety	Other major players in intimate apparel apparently feel the same way	other major players in intimate apparel apparently feel way
The third principal in the South Gardens adventure did have garden experience	This leads to a very special sense of urgency	this leads to a very special sense of
But slow sales forced Ford to kill the brand just last week	Debt burdens are heavier	debt burdens heavier
Craig Torres and Anne Newman contributed to this article	Sun also reported a record backlog of orders	sun also reported a record backlog of
Other forms of red tape are more pervasive	The latest wave of marketing is instructive	the latest wave is instructive
The measure also includes spending cuts and increases in federal fees	The peril of unlimited liability looms large for a number of them now	the peril unlimited liability looms large number now
He expects the price for that product to rise even more next year	The transaction is subject to a definitive agreement and approval by Ideal shareholders	the transaction is subject to a agreement and approval by ideal shareholders
Loyalty lags most for utilitarian products like trash bags and batteries	But markets can operate with greater or lesser efficiency	but markets can operate with greater or lesser
Other network applications have very different goals	Our teachers are not an important factor in our educational crisis	our teachers are not
Some equipment going to work is almost new	Some would make even James Bond green with envy	some would make james bond green
Athena eventually acquired exclusive rights to the technology and currently is developing it	Help may be on the way	help may be
The Pentagon is a haunted house	Waxman sells a variety of hardware products for the home repair market	waxman sells hardware products
Demand will come first from programming production companies and then from television stations	Closed yesterday due to power difficulties	fail to follow
Craig Forman in London contributed to this article	Most of us know a sucker	most of us know a
President Bush signed a disaster declaration covering seven Northern California counties	Sam Ramirez and his men are late	sam ramirez and his men
The infusion of activists can bring a clash of cultures	Recent data from New York City provide more of the picture	data from new york city provide more of the picture
Some abortion advocates have been asking themselves this very question	These are curious times in South African politics	these are curious times in south african
She was as cool as a cucumber	The most pressing problem was the suspension of options trading	the most pressing problem was the suspension of
Traders are already buckling their seat belts	Motorola is in good company	motorola is in good
These revised figures also may explain some of the recent strength of the dollar	It was a jarring day for investors in Genetics Institute	it was a day for investors in genetics institute
The most pressing problem was the suspension of options trading	Still the Salinger decision created a strong presumption against fair use of unpublished materials	still the salinger decision created
Ashland had a loss	Kidder officials stand by their aggressive use of program trading	kidder officials stand by
Nissan created its quake ad in a weekend	An American journalist now is standing trial in Namibia	american journalist standing trial namibia
And she has this inexhaustible energy	The dollar finished lower	the dollar
