demonstration	test_sentence	response
He expects the price for that product to rise even more next year	Earnings of female workers were unchanged	earnings of female were unchanged
Even claims against individuals and companies face significant roadblocks	Sunbelt foreclosed on the ranch	sunbelt foreclosed
The infusion of activists can bring a clash of cultures	And his outlook improved after successful cataract surgery in August	outlook improved after successful surgery in august
The most pressing problem was the suspension of options trading	Copper prices fell sharply Friday afternoon	copper prices fell sharply
The woman had nearly died	There is a lot of waste	there is
Only a few books fell in the reading room	But most of those stocks fared well	but most of those
Other forms of red tape are more pervasive	But the move lagged a stronger rise in New York Stock Exchange issues	but the move stronger rise new york stock exchange issues
The Bakersfield Supermarket went out of business last May	There were no new issues	fail to follow
Only a few books fell in the reading room	The Marina rescue center offered a very San Franciscan response to the disaster	the marina rescue center offered a very san franciscan response
Other network applications have very different goals	This is the commercial version	this is the commercial
No amount of hype will bring viewers back if the shows are weak	No one else will watch out for you	else will watch out for you
Some abortion advocates have been asking themselves this very question	Yet these purchases can be misleading	yet these purchases can be
The company earns about half its revenue overseas and plans further expansion	But the push for cleaner fuels is increasing the attractiveness of natural gas	but the push for cleaner fuels is increasing natural gas
Discouragement feeds on itself	Local pollution problems require cheap energy and capital for their solution	local pollution problems require energy and capital
Utilities management is a major commercial niche	Some equipment going to work is almost new	some equipment going to work
The plan lacked a withdrawal timetable	But there is a grimly ironic twist to the Columbia loss	but there is a grimly ironic twist
The pilots argued that this triggered a pay raise for them	Both revenue figures exclude excise taxes	fail to follow
The West Germans then took over and finally found Markus Hess	He withdrew the remark	he withdrew
He does this in at least three of his solo pieces	The merger is subject to regulatory clearance and a definitive agreement	merger subject to clearance and agreement
The Pentagon is a haunted house	Further consolidations in the industry could follow	further consolidations
William Coors is their uncle	The screen was a sea of red	the screen was
The commercial was absolutely silent	Not everyone is so pessimistic	not everyone is
Loyalty lags most for utilitarian products like trash bags and batteries	Red tape is the bugaboo of small business	fail to follow
The trial begins today in federal court in Philadelphia	The most popular such shows focus on narrow national concerns	the most popular shows focus on national concerns
