demonstration	test_sentence	response
They lied to me on the recruiting trip	Some business analysts blame the problem on tough competition in the insurance market	some blame problem tough competition insurance market
Traders are already buckling their seat belts	The whole structure is extremely shaky	the whole structure is extremely
This hurts the price of corporate bonds	The dispute pits two groups of claimants against each other	the dispute pits
The two sides now are accusing each other of lying	The state can also bar Drexel as an investment adviser	the state can also bar drexel
The end of the marriage was at hand	The announcement fueled speculation for future advances in the shares	the announcement fueled speculation
Investors welcomed the move	The West Germans then took over and finally found Markus Hess	the west germans then took over
Some abortion advocates have been asking themselves this very question	The husky blond guide with the Aggie cap twists his face in mock fury	the husky blond guide with the aggie cap twists his face
Investors welcomed the move	The prisons are too crowded	the prisons are
Utilities management is a major commercial niche	It is a bureaucratic country	it is a
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Several other banks have similar applications pending	several other banks have applications pending
Investors welcomed the move	But the move lagged a stronger rise in New York Stock Exchange issues	but the move lagged
Some found it on the screen of a personal computer	Funds for drilling may inch up more next year if oil prices stay stable	funds for drilling may inch up more next year
Some even see a silver lining in the dark clouds	Futures prices showed modest changes in light trading volume	futures prices showed modest changes in
The trial begins today in federal court in Philadelphia	The reporters were victims and some of the victims turned into unofficial reporters	fail to follow
Most of the loans in question are to Third World countries in South America	Craig Forman in London contributed to this article	fail to follow
Rents have soared along with house prices	Merck is one of the most important stocks in the Major Market Index	merck is one of the most important
London shares closed moderately lower in thin trading	And their suspicions of each other run deep	and their suspicions of each other
The trial begins today in federal court in Philadelphia	They looked at the miniature and saw a giant folly	they looked at the mini and saw a giant folly
Sonja Steptoe and David Wilson contributed to this article	Now there are many cars for every purse and purpose	now many cars for purse and purpose
Some even see a silver lining in the dark clouds	But you know about campaign promises	but you know about promises
William Coors is their uncle	They do indeed want their own nation	they do indeed want their own
Sierra Tucson operates an addiction treatment center	Magazine publishers are facing spiraling costs and a glut of new titles	magazine publishers are facing
The plan lacked a withdrawal timetable	The great silver clouds on the horizon build themselves on the pale water	the great silver clouds on the horizon
The most pressing problem was the suspension of options trading	News of the bid drew sharp criticism from other computer companies and industry observers	news of the bid
