demonstration	test_sentence	response
Discouragement feeds on itself	Some in the industry are skeptical	some in industry skeptical
Investors welcomed the move	But they will have disappointing returns or even losses if interest rates rise instead	but they will have disappointing returns
We were out of the box	We cruise toward another set of pilings	we cruise toward another set
The answer will be obvious	Some found it on the screen of a personal computer	some found it on the screen
She was as cool as a cucumber	The pilots argued that this triggered a pay raise for them	the pilots argued that this triggered a
Radio programs and books have followed the daily television show	Soaring rights fees will lead to an even greater clutter of commercials	soaring rights fees will lead to
William Coors is their uncle	He had been vice president in that office	he had been vice president
Investors welcomed the move	Chandler might have been predicting the course of his own career	chandler might have been predicting
The third principal in the South Gardens adventure did have garden experience	Not everybody was making money	not everybody was
The plan lacked a withdrawal timetable	Kidder officials stand by their aggressive use of program trading	kidder officials stand by
Radio programs and books have followed the daily television show	Accepted theories state that investors require higher returns on riskier investments	accepted theories state
The pilots argued that this triggered a pay raise for them	And transfer control of much of it to Capitol Hill	and transfer control of it to capitol hill
This is an index fund with a bet	The selling by money managers and individual investors is turning traders bearish as well	the selling by money managers and individual investors is turning traders
Percentage differences based on daily sales rate rather than sales volume	Athena eventually acquired exclusive rights to the technology and currently is developing it	athena exclusive rights developing it
The rise matches that of the Dow Jones industrials this year	The current ruble rate has long been out of line with the black market	the current ruble rate has long been out of line
They lied to me on the recruiting trip	But the new lens became the eye of a storm	but the new lens
The answer will be obvious	Retailers could get a boost this year from the calendar	retailers could get a boost this year
Some even see a silver lining in the dark clouds	Shares of three brokerage firms rose after they reported earnings	shares of three brokerage firms rose after they reported
Only a few books fell in the reading room	Two workers died and six remain in the hospital	two workers died and six remain
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	Peter Pae in Pittsburgh contributed to this article	peter pae in pittsburgh contributed
William Coors is their uncle	Moscow and Kabul must have found that information useful	moscow and kabul must have found
It also lowered some air fares	It was all over the place	it was all
Nobody has any credible estimate	No such statement appears on the tapes	no such statement
Expansion plans also include acquisitions in growing foreign markets	All this is causing convulsions in professional football	all this is causing convulsions
