demonstration	test_sentence	response
The bond market was unmoved by the economic statistics	She analyzed families by their sleeping arrangements	she analyzed families by their
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	Our teachers are not an important factor in our educational crisis	our teachers are not important
The investors range from elderly widows to affluent professionals	Their discomfort is a healthy sign for the rest of us	their discomfort is healthy sign for rest of us
Both issues are among the most popular with individual investors	The appointments are part of a planned succession at the company	the appointments are
The company also faces delisting by the National Association of Securities Dealers	Three gambling casinos have opened in Poland	three gambling casinos have opened
The most pressing problem was the suspension of options trading	The company rejected those past proposals	the company rejected
But the brand had trouble from the start	Alan Murray contributed to this article	alan murray contributed to this
The woman had nearly died	All that now has changed	all that now
Discouragement feeds on itself	But they are also talking about new magazines	but they talk new magazines
He expects the price for that product to rise even more next year	No amount of hype will bring viewers back if the shows are weak	no amount of hype will bring back if the are weak
London shares closed moderately lower in thin trading	Shares of three brokerage firms rose after they reported earnings	shares three brokerage firms rose reported earnings
The competitive sniping can get pretty petty at times	The report of the bankruptcy filing stunned Hollywood executives and investors	the report of the bankruptcy filing
Nissan created its quake ad in a weekend	Futures prices recovered in quiet trading	futures prices recovered
The measure also includes spending cuts and increases in federal fees	This hurts the price of corporate bonds	this hurts corporate bonds
The woman had nearly died	Now a rocky stock market and weak corporate profits may further threaten the economy	now rocky weak threaten economy
The measure also includes spending cuts and increases in federal fees	He ticks off several major differences between now and two years ago	he off several major differences between now and two years ago
The legal fight was the subject of a Wall Street Journal story yesterday	And they are a very odd team in any case	and they are a very odd team in
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Accepted theories of asset pricing offer a perfectly legitimate explanation	fail to follow
The Pentagon is a haunted house	The plan lacked a withdrawal timetable	the plan lacked
The plan lacked a withdrawal timetable	Her appetite for children also was large	her appetite for children also
This is an index fund with a bet	Guarantee by Credit Lyonnais	guarantee by
Demand will come first from programming production companies and then from television stations	Creative accounting is a hallmark of federal credit	fail to follow
These people have different agendas	The pool invested idle cash for many state agencies and local governments	the pool invested
Demand will come first from programming production companies and then from television stations	Funds for drilling may inch up more next year if oil prices stay stable	fail to follow
