demonstration	test_sentence	response
We do not depend on pharmaceutical companies for our support	The journalistic consensus was that the earthquake made the World Series seem unimportant	the journalistic consensus was
Some even see a silver lining in the dark clouds	Bond prices were little changed in sluggish activity	bond prices were little changed in
This is an index fund with a bet	Maybe it was their peculiar sense of history	maybe it was their peculiar sense of
Traders are already buckling their seat belts	Fear is the father of panic	fear is the father
The third principal in the South Gardens adventure did have garden experience	Two workers died and six remain in the hospital	two workers died and six
The company develops and markets products for the food service industry	His credibility is also on the line in the investment community	his credibility is also on the line
The rise matches that of the Dow Jones industrials this year	The majority of the bikes never even make it into the high country	the majority of the bikes never even make it
Most sleep on the floor	It may experience an upswing or two in between	it may experience an upswing or two in
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	Some companies are cutting costs and hoping for the best	some companies are cutting costs
This hurts the price of corporate bonds	Some of the allegations are simply bizarre	some of the allegations
William Coors is their uncle	So the Federal Reserve is an attractive target for complaint by politicians	so the federal reserve is
Nissan created its quake ad in a weekend	But lawmakers of both parties agree that the streamlining was temporary	but lawmakers of both parties agree
Nobody has any credible estimate	Two more securities firms bowed to the outcry over program trading	two more securities firms
The Senate will probably vote not long afterward	The two are also signing a trade agreement	the two are also
Demand will come first from programming production companies and then from television stations	In Washington and on Wall Street	fail to follow
The Senate will probably vote not long afterward	The result is mistrust and criticism from all around	the result is
Other forms of red tape are more pervasive	In Greater Israel more than half the children under six are Muslims	in greater israel half children under six muslims
Both the Peasants and Rural Solidarity are forming new political parties for farmers	She was the child of relative privilege	she was child of privilege
Traders are already buckling their seat belts	Recent data from New York City provide more of the picture	recent data from new york city
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	Red tape is the bugaboo of small business	fail to follow
This is an index fund with a bet	Paris loved her at first sight	paris loved her
The company earns about half its revenue overseas and plans further expansion	The confusion could be costly	the confusion be costly
The answer will be obvious	Officials at Mellon Capital were unavailable for comment	officials at mellon capital were
The rise matches that of the Dow Jones industrials this year	Friday brings the final count on October auto sales	fail to follow
