demonstration	test_sentence	response
The woman had nearly died	Two segments posted lower earnings for the quarter	two segments posted
Federal Paper Board sells paper and wood products	Officials at the University of Virginia Art Museum certainly would agree	officials at the university of virginia art museum
Utilities management is a major commercial niche	Judith Valente contributed to this article	judith valente
The Bakersfield Supermarket went out of business last May	The most pressing problem was the suspension of options trading	fail to follow
Other network applications have very different goals	There was no appreciable market impact from the California earthquake	there was no appreciable market impact
Other magazine publishing companies have been moving in the same direction	But such a combination also presents great risks	but such a combination also
Percentage differences based on daily sales rate rather than sales volume	Then he would move his movement to Europe	then he move europe
Athena eventually acquired exclusive rights to the technology and currently is developing it	The result is a new and huge appetite for programming	fail to follow
Some abortion advocates have been asking themselves this very question	It also asked Mesa to keep the proposal confidential	it also asked mesa to keep the proposal
We had great success in Somalia	The charges said that one worker suffered permanent brain damage from mercury exposure	the charges said
Other network applications have very different goals	American institutional investors have never had a large appetite for Japanese equities	american institutional investors have never had
Other magazine publishing companies have been moving in the same direction	But another big problem has been the aging of baby boomers	but another big problem has been the aging
These revised figures also may explain some of the recent strength of the dollar	The service supplies weekly reports on school and college construction plans	the service supplies reports
Athena eventually acquired exclusive rights to the technology and currently is developing it	Other manufacturers are equally cautious	fail to follow
We had great success in Somalia	Poverty remains far more widespread among blacks than other Americans	poverty remains
The end of the marriage was at hand	The transaction is subject to a definitive agreement and approval by Ideal shareholders	the transaction is subject to approval
He expects the price for that product to rise even more next year	We were out of the box	we were out of the
The infusion of activists can bring a clash of cultures	Americans place native or native speakers in charge of subsidiaries overseas	americans place native or native speakers in charge of overseas
Other network applications have very different goals	It is hoped that other Japanese would then follow the leader	it is hoped that other japanese would
Ashland had a loss	The test may come today	the test may come
William Coors is their uncle	They will be the next hot magazines	they will be the next hot
We do not depend on pharmaceutical companies for our support	The transaction will take place tomorrow	transaction tomorrow
Expansion plans also include acquisitions in growing foreign markets	Turkey in any event is long past it	turkey in any event is long past
But the brand had trouble from the start	The merger requires the approval of Norwegian authorities	the merger requires the approval of norwegian
