demonstration	test_sentence	response
The plan lacked a withdrawal timetable	The local American Legion color guard led the way	the local american legion
She was as cool as a cucumber	Books and tapes all over my room	books and tapes all over
Even claims against individuals and companies face significant roadblocks	But markets can operate with greater or lesser efficiency	markets can operate with efficiency
London shares closed moderately lower in thin trading	Investors with a heavy tax load should take out their calculators	investors with heavy tax load take calculators
The company earns about half its revenue overseas and plans further expansion	That structural lack is crucial because investors are the only source of market liquidity	that lack is crucial because investors market liquidity
The most pressing problem was the suspension of options trading	Bond prices crept higher	bond prices
We go from one to the other	Institutional investors mostly remained on the sidelines Tuesday	fail to follow
Other network applications have very different goals	The company earns about half its revenue overseas and plans further expansion	the company earns about half its revenue overseas
Other forms of red tape are more pervasive	Everyone falls in love with everyone else	everyone falls in love with everyone
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	Baker had lots of them	fail to follow
Delayed financings also would affect the operations of many companies	Silicon Valley heaved a sigh of relief yesterday	fail to follow
An assassin in Colombia killed a federal judge on a Medellin street	They could still panic and bail out of the market	they could still panic and bail out of
We do not depend on pharmaceutical companies for our support	The tape was on tv before the night was out	tape on tv before night out
The film makers have couched this offensive idea in pretty packaging	Recession fears are springing up again among investors	recession fears springing up again investors
Only a few books fell in the reading room	Both Coors and Stroh have recently been ceding market share to Miller and Anheuser	both coors and stroh have recently been ceding market share to
The commercial was absolutely silent	The company is active in office and residential development in New York	the company is
We do not depend on pharmaceutical companies for our support	The peril of unlimited liability looms large for a number of them now	the peril unlimited liability looms large number now
These people have different agendas	He expects the price for that product to rise even more next year	he expects the price
Utilities management is a major commercial niche	It is a quick fix for a complex problem	it is
Craig Forman in London contributed to this article	Yet he has proved more resilient than any of them	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	Some Wall Street firms monitor for recordkeeping purposes	some wall street firms monitor for
The House version would raise slightly more	Integrated made its announcement after the market closed	integrated made its announcement
Another poked a hole in the heel of his shoe	The pilots argued that this triggered a pay raise for them	the pilots argued that this triggered
Athena eventually acquired exclusive rights to the technology and currently is developing it	The Dutch utility firm serves the Amsterdam and Utrecht areas	the dutch utility firm serves the amsterdam and utrecht
