demonstration	test_sentence	response
Radio programs and books have followed the daily television show	Investors and analysts applauded the news	investors and analysts
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Baker had lots of them	baker had lots
The trial begins today in federal court in Philadelphia	October is a critical month for the privatization program	october is a critical month for the program
Both the Peasants and Rural Solidarity are forming new political parties for farmers	The current ruble rate has long been out of line with the black market	fail to follow
We were out of the box	The infusion of activists can bring a clash of cultures	the infusion of activists can bring a clash
Traders are already buckling their seat belts	Craig Forman in London contributed to this article	craig forman
Ashland had a loss	Deutsche Bank has actively sought a French acquisition for at least two years	deutsche bank has actively sought
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	The screen was a sea of red	the screen was red
Help may be on the way	It is a bureaucratic country	fail to follow
These revised figures also may explain some of the recent strength of the dollar	Guarantee by Industrial Bank of Japan	guarantee by industrial
The Senate will probably vote not long afterward	The coating segment also posted higher sales particularly in North America and Europe	the coating segment higher sales north america europe
Rents have soared along with house prices	Analysts had mixed responses to the results	analysts had mixed responses to the
Demand will come first from programming production companies and then from television stations	The market seems increasingly disconnected from the rest of the nation	the market seems increasingly disconnected from the rest of the
He does this in at least three of his solo pieces	Some business analysts blame the problem on tough competition in the insurance market	blame problem on competition in insurance market
But the Rockefeller investment is its largest	Phillips and Arco posted declines	phillips and arco
The most pressing problem was the suspension of options trading	Many of us are suckers	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	Kitchen full of broken crystal	kitchen full of
William Coors is their uncle	Now he can go further	now he can go
Most of the loans in question are to Third World countries in South America	The talks came as Lebanese negotiations on political changes appeared deadlocked	fail to follow
The Bakersfield Supermarket went out of business last May	But there are limits	fail to follow
The two sides now are accusing each other of lying	The takeover mania also adds to volatility	the takeover mania also
The West Germans then took over and finally found Markus Hess	But survivors earn more	but survivors
The pilots argued that this triggered a pay raise for them	Las Vegas has seen nothing quite like it before	las vegas has seen nothing quite like it
Other forms of red tape are more pervasive	The machine began shipping at the end of last year	machine ship end last year
