demonstration	test_sentence	response
Percentage differences based on daily sales rate rather than sales volume	The trip from the test tube was not without snags	the trip from snags
The company earns about half its revenue overseas and plans further expansion	But New York City general obligation bonds came under selling pressure	but new york city bonds pressure
Motorola is fighting back against junk mail	Many resorts also are focusing more on the service side of their business	many resorts also are focusing more on the service side of their
Other network applications have very different goals	The majority of the bikes never even make it into the high country	majority bikes never high country
The two sides now are accusing each other of lying	But there are no scientific data on this question	but there are
The woman had nearly died	Businessmen took their cue from the engineers	businessmen took
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	The lonely woman walks on in the direction of the Plaza de Alonso Martinez	woman walks plaza alonso martinez
These revised figures also may explain some of the recent strength of the dollar	She has also served on several task forces on acquired immune deficiency syndrome	she has also served on several task forces
The company earns about half its revenue overseas and plans further expansion	It also saves money	it also saves
The competitive sniping can get pretty petty at times	The embryo had progressed only to a clump of eight identical cells	the embryo had progressed
Radio programs and books have followed the daily television show	Chief executives and presidents had come and gone	chief executives and presidents had
The competitive sniping can get pretty petty at times	But other rake makers have their doubts	but other rake makers
An assassin in Colombia killed a federal judge on a Medellin street	They lied to me on the recruiting trip	fail to follow
The company develops and markets products for the food service industry	The result is mistrust and criticism from all around	the result is mistrust and criticism from
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	The post had been vacant for more than a year	the post had been vacant
Delayed financings also would affect the operations of many companies	But the lack of lines became painfully apparent	fail to follow
We were out of the box	They want psyllium prices low for their purchases next year	they want prices low for purchases next year
Sonja Steptoe and David Wilson contributed to this article	The struggle over capital gains is the most important game in town	struggle over capital gains important game in town
And she has this inexhaustible energy	Now it is their fellow Turks arriving as refugees from Bulgaria	now their turks refugees bulgaria
Some even see a silver lining in the dark clouds	Jeff Rowe contributed to this article	jeff rowe contributed
And she has this inexhaustible energy	This untried concept would expose these firms to potentially astronomical punitive damages	this untried concept would expose these firms
The commercial was absolutely silent	It also licenses optically based data storage and retrieval devices	it also licenses
The company also faces delisting by the National Association of Securities Dealers	She has lots of opinions	she has
Nobody has any credible estimate	The dollar was mixed	the dollar
