demonstration	test_sentence	response
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	Enfield is a holding company with interests in manufacturing concerns	fail to follow
The investors range from elderly widows to affluent professionals	And most of these are absolutely unnecessary	and most of these unnecessary
These revised figures also may explain some of the recent strength of the dollar	The key here is the ambition of state Attorney General John Van de Kamp	the key here is the ambition of state attorney general
Other magazine publishing companies have been moving in the same direction	But they fell sharply	but they
We go from one to the other	The states have their own ideas about regulation and certification	states have ideas about regulation and certification
The film makers have couched this offensive idea in pretty packaging	One ad features a huge robot carrying a voluptuous woman in a faint	one ad features a huge robot carrying a woman
October is a critical month for the privatization program	But the lack of lines became painfully apparent	but the lack
An American journalist now is standing trial in Namibia	Moscow and Kabul must have found that information useful	moscow and kabul must have found that information
Analysts expect further jitters this week	This untried concept would expose these firms to potentially astronomical punitive damages	this untried concept expose these firms
She was as cool as a cucumber	Treasury prices ended mixed in light trading	treasury prices ended
But slow sales forced Ford to kill the brand just last week	The metaphor of theater is not entirely coincidental	fail to follow
That cost rises in times of high market volatility	But you know about campaign promises	but you know about
The bond market was unmoved by the economic statistics	Red tape is the bugaboo of small business	red tape is the bugaboo of
But the Rockefeller investment is its largest	Such animosity could prove pivotal in the union vote	such animosity could prove
Most of the loans in question are to Third World countries in South America	Senator Byrd is chairman of the Appropriations Committee	senator byrd chairman of appropriations committee
Both issues are among the most popular with individual investors	Too bad theory fails in practice	too bad
The answer will be obvious	The timing for change was right	the timing for change
These people have different agendas	An assassin in Colombia killed a federal judge on a Medellin street	assassin colombia killed judge medellin street
Federal Paper Board sells paper and wood products	But not just any bonds will do	but not just any
Only a few books fell in the reading room	But lawmakers of both parties agree that the streamlining was temporary	but lawmakers of both parties agree that the streamlining was
We do not depend on pharmaceutical companies for our support	Neither testified at the previous trials	neither testified
The appointments are part of a planned succession at the company	This kind of contingency analysis is common in war planning and business planning	this kind of analysis is common in planning
Some equipment going to work is almost new	The government insists that such a possibility is low	the government insists that such a possibility is
We do not depend on pharmaceutical companies for our support	Motorola is fighting back against junk mail	fighting back
