demonstration	test_sentence	response
The investors range from elderly widows to affluent professionals	The collagen corneal shield helps speed healing of the cornea after eye surgery	the collagen corneal shield helps speed healing of the cornea after surgery
Loyalty lags most for utilitarian products like trash bags and batteries	The agreement is subject to government approval	the agreement is subject to government
No amount of hype will bring viewers back if the shows are weak	The team then proposed modifications in their work process to management	the team proposed modifications in their work process to management
We go from one to the other	This is an index fund with a bet	this is a fund with a bet
Ashland had a loss	The House version of the bill does include the tax cut	the house version of the bill does include
Some abortion advocates have been asking themselves this very question	Stock prices slipped lower in moderate trading	stock prices slipped lower
These revised figures also may explain some of the recent strength of the dollar	The peril of unlimited liability looms large for a number of them now	the peril of unlimited liability looms large for a number of them
Most sleep on the floor	Most earn high ratings from credit agencies	most earn high ratings
This is an index fund with a bet	Blue chips led the march up in heavy trading	blue chips led the march up
Percentage differences based on daily sales rate rather than sales volume	Guarantee by General Motors Acceptance Corp	general motors acceptance corp
An American journalist now is standing trial in Namibia	There were no new issues	there were no
Some even see a silver lining in the dark clouds	Paintings are just part of the picture	paintings are just part of
The legal fight was the subject of a Wall Street Journal story yesterday	Stocks rose slightly as trading activity slowed from the frenzied pace earlier this week	stocks rose slightly as trading activity slowed
That cost rises in times of high market volatility	Opponents show that there are already more funds available than commendable reform efforts	opponents show that there are already more funds available than
The competitive sniping can get pretty petty at times	But he stops there	but he stops
The Pentagon is a haunted house	The senators responded in kind	the senators responded
The Senate will probably vote not long afterward	Strong farmer selling over the weekend also weighed on prices	strong farmer selling over the weekend
The company develops and markets products for the food service industry	The lonely woman walks on in the direction of the Plaza de Alonso Martinez	the woman walks on in the direction of the plaza de alonso martinez
The West Germans then took over and finally found Markus Hess	Options markets stopped trading in many securities	options markets stopped trading
We had great success in Somalia	Each has an equal vote at the monthly meetings	each has an equal vote
The rise matches that of the Dow Jones industrials this year	The stakes in the controversy are large	the stakes in the controversy
Nissan created its quake ad in a weekend	It may experience an upswing or two in between	it may experience an upswing
Athena eventually acquired exclusive rights to the technology and currently is developing it	Cost is a key consideration because of the global sweep of the financial markets	cost is key consideration because global sweep financial markets
Nobody has any credible estimate	The result is a new and huge appetite for programming	the result is
