demonstration	test_sentence	response
Another poked a hole in the heel of his shoe	Options markets stopped trading in many securities	options markets stopped trading in
He has too readily swallowed the case for the activist law school culture	But Japanese bonds ended weaker	ended weaker
Rents have soared along with house prices	His humility gives him a much better chance of success	his humility gives him a much better chance
Some even see a silver lining in the dark clouds	The House version of the bill does include the tax cut	the house version of the bill does include
But slow sales forced Ford to kill the brand just last week	Most other states have enacted similar bans	most other states have bans
Nobody has any credible estimate	He will remain chairman	he will remain
Both issues are among the most popular with individual investors	The screen was a sea of red	screen red
Utilities management is a major commercial niche	The dollar also moved higher in Tokyo	the dollar also moved higher
The third principal in the South Gardens adventure did have garden experience	Now the Alley has moved ahead on both artistic and financial fronts	fail to follow
Sonja Steptoe and David Wilson contributed to this article	In Greater Israel more than half the children under six are Muslims	in greater israel more than half the children under six are mu
The legal fight was the subject of a Wall Street Journal story yesterday	He is negotiating a rich book contract to boot	he is negotiating a rich book contract
The Pentagon is a haunted house	Traders can vary their strategies and execute their orders in any one of them	traders can vary their strategies and execute their orders in any
The legal fight was the subject of a Wall Street Journal story yesterday	The tape was on tv before the night was out	the tape was on tv
Demand will come first from programming production companies and then from television stations	This is partly due to the particular demands of the crop	this is partly due to the particular demands of the
We were out of the box	The result is mistrust and criticism from all around	result mistrust criticism all around
Other magazine publishing companies have been moving in the same direction	At least half that growth will have come in the past three years alone	at least half that growth will have
The rise matches that of the Dow Jones industrials this year	It is a peaceful time in this part of western India	peaceful time western india
The pilots argued that this triggered a pay raise for them	The appointments are part of a planned succession at the company	the appointments are part of a planned
Both issues are among the most popular with individual investors	Joanne Lipman contributed to this article	joanne lipman contributed
We do not depend on pharmaceutical companies for our support	Both the Peasants and Rural Solidarity are forming new political parties for farmers	both forming parties farmers
Sierra Tucson operates an addiction treatment center	Others had lesser damage and there were no injuries among workers	others had lesser damage no injuries among workers
Craig Torres and Anne Newman contributed to this article	The failed rights issue also should have a modest impact on British Air shares	the failed rights issue also should have a modest impact on british air
The embryo had progressed only to a clump of eight identical cells	Arm troubles forced him back to the minors the next year	arm troubles
The company develops and markets products for the food service industry	The House bill also distorts economic efficiency in all sorts of perverse ways	the house bill also distorts economic efficiency in all sorts of
