demonstration	test_sentence	response
The investors range from elderly widows to affluent professionals	The dollar rose modestly against most major currencies	the dollar rose against most major currencies
The embryo had progressed only to a clump of eight identical cells	One ad features a huge robot carrying a voluptuous woman in a faint	one ad features
This hurts the price of corporate bonds	There are still bulls out there	still bulls out there
Some abortion advocates have been asking themselves this very question	He wants it now	he wants it
An assassin in Colombia killed a federal judge on a Medellin street	But lawmakers of both parties agree that the streamlining was temporary	but lawmakers of both parties agree that the streamlining was
Sonja Steptoe and David Wilson contributed to this article	Recent data from New York City provide more of the picture	recent data from new york city provide more
The answer will be obvious	We were coming down straight into their canal	we were coming down into their canal
The measure also includes spending cuts and increases in federal fees	Output of business equipment was unchanged in September	output of business equipment was in september
Most of the loans in question are to Third World countries in South America	There was no cost estimate for the second phase	fail to follow
The end of the marriage was at hand	Large pockets of poverty still exist	pockets of poverty exist
He does this in at least three of his solo pieces	Nerds and geeks sometimes find themselves a bit isolated at Harvard	fail to follow
Nobody has any credible estimate	Borrowed shares on the Amex rose to another record	borrowed shares
Nobody has any credible estimate	But at least they show up	but at least
Rents have soared along with house prices	This has led them in a fruitless and destructive policy circle	this has led them in a fruitless and destructive policy
Ashland had a loss	But such a combination also presents great risks	but such a combination also presents
Your story is an insult to the citizens of the Mississippi Delta	Two big stocks involved in takeover activity saw their short interest surge	two big stocks involved takeover activity saw short interest surge
Ski promotions have traditionally avoided the touchy issue of safety	Most of the telephone problems in the immediate aftermath stemmed from congestion	most of the telephone problems in the immediate aftermath stemmed from
The pilots argued that this triggered a pay raise for them	First Interstate made the move under pressure from regulators	first interstate made the move
Sierra Tucson operates an addiction treatment center	The commercial was absolutely silent	the commercial was absolutely
The company earns about half its revenue overseas and plans further expansion	Parts are a tragedy	parts tragedy
The West Germans then took over and finally found Markus Hess	The screen was a sea of red	the screen was red
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	Not to mention the incursion of imports	not mention imports
The rise matches that of the Dow Jones industrials this year	West German bond prices ended lower after a day of aimless trading	west german bond prices ended
The most pressing problem was the suspension of options trading	Many of his peers feel the same way	many of his peers feel
