demonstration	test_sentence	response
Sonja Steptoe and David Wilson contributed to this article	Some nights he slept under his desk	some nights he slept under desk
Investors welcomed the move	The states have their own ideas about regulation and certification	the states have their own ideas
It also lowered some air fares	The answer seems perfectly clear	the answer seems
Utilities management is a major commercial niche	Competition in the sale of complete bikes is heating up too	competition in the sale of complete bikes
That cost rises in times of high market volatility	Most analysts had expected a sharper decline after the steep rise in August	most analysts had expected a sharper
He expects the price for that product to rise even more next year	It may experience an upswing or two in between	it may experience an upswing or two in
Help may be on the way	Repeat customers also can purchase luxury items at reduced prices	repeat customers also can purchase
Your story is an insult to the citizens of the Mississippi Delta	He softened the talk about a recession	fail to follow
Delayed financings also would affect the operations of many companies	Miss Brady is deputy director of the Russian Research Foundation in London	miss brady deputy director russian research foundation london
He expects the price for that product to rise even more next year	The four lawyers climbed out from under a table	the lawyer climbed out a table
The appointments are part of a planned succession at the company	So the Federal Reserve is an attractive target for complaint by politicians	so the federal reserve is target for complaint by politicians
The embryo had progressed only to a clump of eight identical cells	The market has grown relatively quiet since the China crisis	the market has
President Bush signed a disaster declaration covering seven Northern California counties	The American Stock Exchange listed shares of two companies	the american stock exchange listed shares
Our teachers are not an important factor in our educational crisis	But the market turmoil could be partially beneficial for some small businesses	but the market turmoil could be partially beneficial for some
Sierra Tucson operates an addiction treatment center	But they are stalwart socialists	but they are
The House version would raise slightly more	Most of us know a sucker	most of us know a
The investors range from elderly widows to affluent professionals	Craig Forman in London contributed to this article	fail to follow
An American journalist now is standing trial in Namibia	Corporate bonds were unchanged	corporate bonds were
Sonja Steptoe and David Wilson contributed to this article	His interest in the natural environment dates from his youth	his interest in natural environment dates from youth
She was as cool as a cucumber	And it left mixed signals for London	and it left mixed signals for
But the Rockefeller investment is its largest	Your story is an insult to the citizens of the Mississippi Delta	your story is an insult
We go from one to the other	Strong farmer selling over the weekend also weighed on prices	farmer selling over weekend weighed on prices
An assassin in Colombia killed a federal judge on a Medellin street	The two sides now are accusing each other of lying	the two sides now are accusing each other of
Some found it on the screen of a personal computer	They speak volumes about the state of our society at a given moment	they speak about the state of our society
