demonstration	test_sentence	response
Federal Paper Board sells paper and wood products	No sophisticated professional expects economists to be right all the time	no sophisticated professional expects economists
The pilots argued that this triggered a pay raise for them	Radio programs and books have followed the daily television show	radio programs and books have followed
That cost rises in times of high market volatility	And transfer control of much of it to Capitol Hill	and transfer control of it to capitol hill
Even claims against individuals and companies face significant roadblocks	Blue chips led the march up in heavy trading	blue chips led the up in trading
Ski promotions have traditionally avoided the touchy issue of safety	This hurts the price of corporate bonds	this hurts price corporate bonds
Discouragement feeds on itself	The company reported good gains in all of its divisions	company good gains all divisions
October is a critical month for the privatization program	The thrift and the holders had suspended their lawsuits as part of the agreement	the thrift and the holders
The most pressing problem was the suspension of options trading	Some equipment going to work is almost new	some equipment going to work
The trial begins today in federal court in Philadelphia	We were out of the box	fail to follow
The plan lacked a withdrawal timetable	All these reports about him committing genocide are probably exaggerated anyway	fail to follow
Most sleep on the floor	The loss of more customers is the latest in a string of problems	loss more customers latest string problems
The West Germans then took over and finally found Markus Hess	She has lots of opinions	she has lots opinions
But the brand had trouble from the start	This occurred partly because of more competition as the number of new businesses surged	fail to follow
President Bush signed a disaster declaration covering seven Northern California counties	The husky blond guide with the Aggie cap twists his face in mock fury	the guide twists his face
Investors welcomed the move	Total return is price changes plus interest income	total return is
The measure also includes spending cuts and increases in federal fees	There is hope of change	hope of change
Delayed financings also would affect the operations of many companies	Measures of manufacturing activity fell more than the overall measures	measures of manufacturing activity fell more than overall measures
Motorola is fighting back against junk mail	Evidence of the growing Japanese demand for mortgage securities abounds	evidence of the growing japanese demand for
Discouragement feeds on itself	News of the bid drew sharp criticism from other computer companies and industry observers	news bid criticism
The House version would raise slightly more	Nausea seems a commonplace symptom	nausea seems
Some equipment going to work is almost new	And they are a very odd team in any case	and they are a very odd team
Both issues are among the most popular with individual investors	Everyone around me lives well	everyone around me
Demand will come first from programming production companies and then from television stations	Japanese put up with it because the government provided job stability and growing paychecks	japanese put up with it because the government provided job stability and growing
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	Some industry groups consistently weather the storm better than others	some groups weather storm better than others
