demonstration	demon_label	test_sentence	response	attachment	structure
The hiker climbed the mountain	The hiker climbed	The police investigated the house with a garden	The police investigated	pp	structure_1
The jeweler polished the diamond	The jeweler polished	Jasmine sang the song with romantic lyrics	Jasmine sang	pp	structure_1
The carpenter built the house	The carpenter built	Bruce leads the rock band with his voice	Bruce leads	pp	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The bishop of the church that had the funny eyebrows looked odd	The bishop of looked odd	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The letter of the writer that had blonde hair arrived this morning	The letter of arrived this morning	adjunct	structure_1
The tailor altered the coat	The tailor altered	Dan entered the room with a key	Dan entered	pp	structure_2
The singer composed a song	The singer composed	The doctor noticed the boy using big headphones	The doctor noticed	pp	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The miner of the gold that had the impurities was worthless	The miner of was worthless	adjunct	structure_1
The dancer performed the routine	The dancer performed	Charles runs a photo studio with two floors	Charles runs	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	Bill cut the paper with a very sharp knife	Bill cut	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The machine of the inventor that had the goatee was amazing	The machine of was amazing	adjunct	structure_1
The detective solved the mystery	The detective solved	The guy caught the rat with a trap	The guy caught	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The painter of the house that had the small windows looked odd	The painter of looked odd	adjunct	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The criminal of the gang that had a long scar disappeared last Monday	The criminal of disappeared last Monday	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	Mom melted the chocolate with an iron pot	Mom melted	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	The magician thanked the participant with a big nose	The magician thanked	pp	structure_1
The lawyer argued the case	The lawyer argued	The basketball player won the game with his team	The basketball player won	pp	structure_2
The student solved the equation	The student solved	The coach led the team with three members	The coach led	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The chef of the restaurant that had the blue tiles pleased us	The chef of pleased us	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The supplier of the drugs that had a nasty effect hurt everyone	The supplier of hurt everyone	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The valley of the flowers that had the old castle excited the tourists	The valley of excited the tourists	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The editor of the thesis that had the big nose made a lot of sense	The editor of made a lot of sense	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The singer of the song that had long eyelashes was very smart	The singer of was very smart	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The driver of the car that had the moustache was pretty cool	The driver of was pretty cool	adjunct	structure_2
