demonstration	test_sentence	response
你可以搜索一下他的文章什么的	当权者不能保护自己的国民	当权者不能保护
囚犯参与剧本创作获殊荣	右边的是我同学	右边是同学
我倒是没有考虑过这个问题	但是我在别的地方做	fail to follow
那你就吃点饭打发一下时间嘛	我要打多少年的工呀	fail to follow
咱没有那个本事跟着去学肯定不行	我们搞情侣款啊	我们搞啊
他加入他们群了	我跟你同学一个组啊	我跟你同学一个
我也正在物色这方面的人才	俺双方都是独生子女	俺双方都是
这是你才华的发动机	那是外置天线	那是
我在网上查不到什么资料啊	我下个月去买车	我下个月去
你啥时候来	你是不是有车老师的邮箱之类的	你有车老师的邮箱
那是理想国	他们可能是通过其他渠道知道的	他们可能是
户口下月才能迁	弱国就是大国的练兵场啊	弱国是大国啊
欧元促进电子商务发展	以前你是时尚达人	以前你是
他是纯爷们	整个国家公园都建在一个活火山上	整个国家公园都建在
防晒霜只能管一定时间	我周日晚上走	我走
他们说暑假真不像个暑假	你只谈谈你的想法就行	你只谈谈你的就行
我开了个淘宝店	外部压力是内部调整的机遇	是机遇
这是原先的模板	这是同学的婚纱	这是
你不来交啥钱呀	路由器在我这边	路由器在
我就开了个台球厅和一个网络公司	利民经常干这种事情的	利民经常干的
但是公司有营销策划部门	你要是个男的就好了	男的就好了
我怎么觉得我有点晚睡强迫症	哎我也是这个点起来的	fail to follow
我去找我妈吃饭了	我爸只活在自己的世界里	只活在自己的世界里
你换用皮卡车吧	我也不知道这事	我也不
