demonstration	test_sentence	response
我都是用网络硬盘的	你还有个姐呢	fail to follow
你看社区地图	我靠我真不该换这个签名的	我真不该换
右边的是我同学	这里晚上十一点了	这里晚上
因为我看她没什么兴趣	其他的外国人都是同事同学	其他的外国人都是
那我这个星期不回去	你得要多长时间	你得要时间
不过她应该也有些心理准备了	那是外置天线	那是
你找哪个大夫啊	机房里就一个交换机	机房里就
哎我今天中午也没睡觉	我也正在物色这方面的人才	我也正在物色人才
下次他什么时候来	欧元促进电子商务发展	欧元促进发展
我也要试试这个机构才行	我跟我同事一起弄她的店	我跟我同事一起弄
你是我的初恋	时间一定要这个时候吗	时间一定要吗
最多你是多买一个保险	他加入他们群了	他加入
我们自己去搞自己的	你联系一下我们销售经理	你联系一下
以前你是时尚达人	我找找他的照片	我找找
会员分散啥意思	书记今天下午回来	书记
我姐姐说她都这把年纪了	他是退工资的吧	他是吧
她眼神有些像你母亲	外部压力是内部调整的机遇	外部压力是
她不能算新编辑啊	他应该没多久假期吧	他应该没吧
可是中间有个时间差	我找别的系的	我找
网上有房型图	不过我在你后面	我在
好汉不提当年勇	我就一个床一个桌子啊	我就
这个也是要计算机专业的吗	你要根据我们模块上的接口来配置	你要根据来配置
那是教育的问题	我就开了个台球厅和一个网络公司	我就开了
到现在我都只能摸摸它脑袋而已	我这里是晚上八点	我这里是
