demonstration	test_sentence	response
其实穷也是一种幸福	哦我们没有这么多人	哦我们没有
那是外置天线	我只听过他家的卸妆油	我只听过
这个是什么意思	我去找我妈吃饭了	我去找
我要打多少年的工呀	我只能找兼职的了	我只能找了
他是我小学的好友	你看这面儿这个	你看
你还记得你的账号吗	你在外面问的什么价格啊	你在外面问啊
徒弟只能做到这个程度	但是公司有营销策划部门	但是公司有
欧元促进电子商务发展	你能来我办公室不	你能来不
哦我们没有冬季工装	笨笨你什么时候放假啊	笨笨你什么时候
你不是有他的号吗	你想多少人	你想多少
贪字头上一把刀	我不知道他们邮箱	我不知道
你说你们这届的	你这个地址到什么时候有效呢	fail to follow
文科基本上生活中有点用	那小子赚了不少钱	那小子赚了不少
书记今天下午回来	我们做弱电系统	我们做系统
其实里面也没有爱情故事	我是借用你的话	我是借用
你要是个男的就好了	你可以查查你们那边的	你可以查查
结果你不接我电话	你办个招行和广发的就行	你办个就行
你给我说你什么时候有时间	你还有一个小时吧	你还有吧
心里先有个数	他加入他们群了	他加入了
我周日晚上走	所以你换家医院看看不行吗	所以你看看不行吗
我想一下午了	他是退工资的吧	他是吧
我怎么觉得我有点晚睡强迫症	他们学了奥数和奥英呀	他们学了
同学之间没有那多客套	他老说有些人的性格要改了	他老说要改了
这就是主任的啊	我们是小社	我们是
