demonstration	test_sentence	response
我当你推荐人啊	你有什么文艺啊	你有啊
我们不在一个办公室了	我还有点佩服你师傅这样的人	我还有点人
送礼也是个技术活	消费者是大赢家	消费者是
我父母这次去我姐姐家	这里晚上十一点了	这晚上十一点
我上个月去找他了	你觉得你的小啊	你觉得小啊
你只谈谈你的想法就行	还是你们在哪里再要一个孩子啊	还是你们在哪里再要啊
我姐姐说她都这把年纪了	每天往返路程需要多长时间	每天往返路程需要
我感觉你身上有他的影子	你发我邮箱	你发
他加入他们群了	那门课的成绩就是专四成绩	那门课的成绩就是
那里有没有华人同事	房子车子都不是我们的名字	房子车子都不是
书记今天下午回来	姐姐收到我的邮件了吗	姐姐收到
家里一堆事情	啥叫康乐消费	fail to follow
你要有这种信念呀	呵呵这是你初恋吗	呵呵这是吗
我这里是晚上八点	你换用皮卡车吧	你换用吧
弱国就是大国的练兵场啊	我下班去买点药	我下班去买
他们说暑假真不像个暑假	户口下月才能迁	户口下月才能
我就一个床一个桌子啊	恩那我们周一周二会不会不上课啊	恩那我们周一周二啊
房子都没有要什么电梯	思想落实于具体形式	思想落实于
下次他什么时候来	我下采购单	我下单
你联系一下我们销售经理	所以你换家医院看看不行吗	所以你换家医院看看
机会大把的	路由器在我这边	路由器在
我比较喜欢头脑对抗	我不清楚管理员密码	我不清楚
我刚去看了一下所谓的米和油	以前你是时尚达人	以前你是人
学校需要什么人	你不是有他的号吗	你不是有吗
