demonstration	test_sentence	response
其实穷也是一种幸福	我跟你同学一个组啊	我跟你同学
我预约了心脏彩超	我没用电压力锅给她做过	我没用
你啥时候走	他在哪个城市啊	他在啊
这个公寓楼就是酒店式那种的	你那边现在几点	你那边现在
结果你不接我电话	这是原版的	这是
你办个招行和广发的就行	我搬新家了	我搬了
他是换全新的	路由器在我这边	路由器在
土地基金增强特区财政储备	还是你们在哪里再要一个孩子啊	还是你们再要啊
我今天下午困死了	成人比赛全是业余的	成人比赛是业余的
我也要试试这个机构才行	我不是冷血动物	我不是
我也不知道这事	但是这个数是周五的股价	但是这个数是
这个领导可能有领导的想法吧	然后你把钱打到我的支付宝	然后你把
你大概是什么时候过来	你是个大好人啊	你是个好人啊
但是公司有营销策划部门	我等下写个大概数给你发过去	我等下写个给你发过去
民主是不是好东西	他们说暑假真不像个暑假	他们说暑假真不像个
我就一个床一个桌子啊	你是不是有车老师的邮箱之类的	你是不是有
你换用皮卡车吧	你还有一个小时吧	你还有吧
我们这里要调试大屏幕用的	我自己减少了和他们的交往	我自己减少了
那门课的成绩就是专四成绩	国内驾照只能在这里用一个月	国内驾照只能在这里用
不过我在你后面	我周日晚上走	我走
一张胶片多少钱大概	那盘菜是红烧排骨	那盘菜是
它应该是我党的标杆城市啊	我也不知道他们的投诉电话	我也不知道
你操那心呢	我靠我真不该换这个签名的	我靠的
不过她应该也有些心理准备了	人家站在洋人的立场操作	人家操作
