demonstration	test_sentence	response
咱们怎么个行程啊	因为我们下学期有开理论犯罪学	因为我们
但是公司有营销策划部门	我下周二就走了	我下周二走
这个啥意思	他们说暑假真不像个暑假	他们
你是怎么知道这篇文章的	你和我哥差不多大	你差不多大
你的签名是神马意思啊	路由器在我这边	路由器在
你还记得你的账号吗	土地基金增强特区财政储备	土地基金增强
交流有些障碍了啊	那我明早一大早打吗	那我打吗
我周日晚上走	你什么时候打的电话	你打
老公也在我这边	你真不知道男孩女孩啊	你真不知道
你不是有他的号吗	我预约了心脏彩超	我预约了
我也不知道这事	我已经不会为这些事情纠结了	我已经不会纠结了
你男人已经把你当成私有财产了	我怕她知道我们的聊天	我怕她知道
我真的不明白这其中的事	他知道这个事	他知道
啥叫康乐消费	节奏可能跟外企的差不多	节奏可能跟
你去选课网站看下培养计划	我感觉你身上有他的影子	我感觉你有他的影子
哎我也是这个点起来的	我跟我室友說了	fail to follow
也许你有你的难处	我没有淘宝账号	我没有
你是说那个图片吗	以前你是时尚达人	以前你是
你有什么事情跟大人讲了啊	改革开放不止一条路	改革开放不止
那里有没有华人同事	我是借用你的话	我是借用
这样我会有心理负担	咱俩差不多同时能解脱	咱俩差不多同时能
国内驾照只能在这里用一个月	这是原版的	这是
外部压力是内部调整的机遇	我也要试试这个机构才行	我也要试试
当权者不能保护自己的国民	书记今天下午回来	书记回来
