demonstration	test_sentence	response
我再给你买个号	路由器在我这边	路由器在
我这里是晚上八点	你觉得哪个行的最好	你觉得最好
她安排了别的任务	那是外置天线	那是
恩我正在订机票酒店什么的	他们家也有十字绣的	他们家也有
所以我一个人在家	很多厂家也会做甲方的工作	很多厂家也会做工作
你找天来我宿舍拿吧	她不能算新编辑啊	她不能算啊
你可以去其他地方测试一下	那门课的成绩就是专四成绩	成绩就是专四成绩
我预约了心脏彩超	哎我今天中午也没睡觉	哎我也没睡觉
你是哪个车次	学校需要什么人	学校需要
国内驾照只能在这里用一个月	我就一个床一个桌子啊	我就床桌子啊
你的光环是你自己的	所以技术人员一般都拿不了多少钱	所以技术人员一般都拿不了
还是你们在哪里再要一个孩子啊	我登我的看看	我登看看
我今年年初开始也白头发了	那是理想国	fail to follow
以前你是时尚达人	我也要试试这个机构才行	我也要试试
编译出啥问题了	不过她应该也有些心理准备了	不过她应该也有些了
这个也是要计算机专业的吗	你天天和俺大叔那边聊吗	你天天那边聊吗
我懂他的意思	反正我觉得自己是这样的	反正我觉得是这样的
我就开了个台球厅和一个网络公司	你打下我电话吧	你打下吧
那你就赚不了多少钱啊	当权者不能保护自己的国民	当权者不能保护
我们做弱电系统	时间一定要这个时候吗	时间一定要吗
我比较喜欢头脑对抗	因为这里面有一些程序要走吧	因为这里面有一些吧
所以你换家医院看看不行吗	动车多少钱	动车多少
咱还没这实力	网上有房型图	网上有
那你就宁愿不结婚也不要华师的	心里先有个数	心里先有个
