demonstration	test_sentence	response
你下午几点结束	很多厂家也会做甲方的工作	厂家会做
我预约了心脏彩超	整个国家公园都建在一个活火山上	国家公园建在
不过我在你后面	那你就宁愿不结婚也不要华师的	那你就
你是男的女的呀	我觉得你公公婆婆真好	我觉得真好
你们是开发商还是营销策划	你机票多少钱	你机票多少
你要找天线供应商	现在这里早上十点半	这里早上
他们报了什么兴趣班	那是理想国	那是
他们住一楼	我跟他都做了酒店的英语测试	我跟他都做了
这个公寓楼就是酒店式那种的	因为我们下学期有开理论犯罪学	我们有
所以你换家医院看看不行吗	那是旧社会	那是
你能接受什么价位的	独立学院的就一个商贸英语类专业	独立学院的就一个
我周日晚上走	出院科室里面有个床号	出院科室有个床号
我只能找兼职的了	因为这里面有一些程序要走吧	因为这里面有吧
可是中间有个时间差	我们看看做个标书	我们看看做个
贪字头上一把刀	这个是什么意思	fail to follow
我明后天再给教练长打电话	飞月的也在我这里	fail to follow
哎我也是这个点起来的	他也是四个月暑假啊	他也啊
你那里还有我的照片吗	以后人类也是转基因的了呢	以后人类也是了呢
你有铁饭碗就好好珍惜吧	我觉得我婆婆神经有些问题	我觉得
我要打多少年的工呀	我想我适应能力还是很强的	我想
这是我的微博	书记今天下午回来	书记回来
她也是放弃了孩子的上课	这周或下周我去社里	这周或下周我去
我不太好去她家做菜	你觉得你的小啊	fail to follow
你是什么时候来	我完全没有什么门道	我完全没有门道
