demonstration	test_sentence	response
我可没那么多钱	我知道那个地方	我知道
我这里是晚上八点	这个领导可能有领导的想法吧	这个领导
蜡烛两头烧	你有宽胶带吗	你有吗
你是不是有车老师的邮箱之类的	我们现在客户需要这类的图书	我们现在客
我带点小不点的小衣架	我说中了师傅的心思吧	我说
那你就宁愿不结婚也不要华师的	我预约了心脏彩超	我预约了心
交流有些障碍了啊	我姐姐说她都这把年纪了	我姐姐纪了
那里有没有华人同事	欧元促进电子商务发展	欧元促进电
患难见真情	你总是能看到营销的本质	你总是
钱到位你就买你单位的吧	忍字头上一把刀啊	忍字头上一把啊
这是原版的	他们这几天可能去我小姨那里了	他们
你就带着这些东西来就好了	书记今天下午回来	书记今天下午回来
我登我的看看	新条例啥时候能正式施行	新条施行
你看社区地图	那门课的成绩就是专四成绩	那门
你是哪个车次	人家站在洋人的立场操作	人家
我要打多少年的工呀	俺双方都是独生子女	俺双方女
你是我的初恋	土地基金增强特区财政储备	土地
因为我们下学期有开理论犯罪学	它应该是我党的标杆城市啊	它应该是党的标杆城市啊
那你就买植村秀的	我爸只活在自己的世界里	我爸只活
他加入他们群了	我想一下午了	我想一了
我鄙视俺同学	你啥时候调去的	你啥时候
我之前有认识另外一位医生	我先洗把脸你忙会儿	我先洗把脸你
我没见过她老公	那是理想国	那是理想
我倒是没有考虑过这个问题	弱国就是大国的练兵场啊	弱国就是大国的
