demonstration	test_sentence	response
不过我在你后面	小兵立大功	小兵立
我也是女孩子哦	但是公司有营销策划部门	但是有
交流有些障碍了啊	你看社区地图	你看
土地基金增强特区财政储备	忠厚保持到生命最后一刻	忠厚保持
我就见过好几个这样的人	你认为我丫头这很不好	你认为
反正我是没洗过十多分钟的脸	我再给他打个电话问问你	我再打问问你
一张胶片多少钱大概	方向和汽车应该没什么关系	方向和汽车应该
你们都给我打低分	我打不通你的	我打你的
你看这面儿这个	你可以搜索一下他的文章什么的	你可以
那我明天早上跟她说吧	我准备了好长时间嗯	我准备了嗯
你还有一个小时吧	我要打多少年的工呀	我要打呀
你还记得你的账号吗	我看见好多客户的天线都很简单	我看见好多都很简单
我就一个床一个桌子啊	你有朋友找女朋友吗	你有朋友吗
这周或下周我去社里	现在这里早上十点半	现在十点半
桌面上就有个这个	他不管这些子事	他不管
这个要熊猫的那个	我父母这次去我姐姐家	这次去
以前你是时尚达人	钱到位你就买你单位的吧	钱到位就
我没有干妈的微信	这是原先的模板	原先的
我周日晚上走	新科技服务老传统	新服务
我会吸取你们滴教训滴	蜡烛两头烧	两头烧
国内驾照只能在这里用一个月	我不同意师傅的看法	我不同意
你办个招行和广发的就行	网上有房型图	网上有
你是本科生还是研究生呢	他教刑事司法系统的	他教的
你是不是有车老师的邮箱之类的	欧元促进电子商务发展	欧元促进发展
