demonstration	test_sentence	response
我们友好的邻居分享他美味的食物	易碎的花瓶放在顶层书架	易碎的花瓶放在
许多律师事务所赞助自己的项目	这个故事始于一个小镇	这个故事始于
两名选举委员会成员反对配对计划	一只迷路的小狗走向城市公园	一只迷路的小狗走向
该诉讼寻求未具体说明的损害赔偿	厚厚的论文摆放在书架上	厚厚的论文摆放在
你的父亲值得一个假期	干净的床单放在洗衣篮中	干净的床单放在
他们热情的教练训练年轻的团队	路标指向最近的出口	路标指向
他的父亲经营一家建筑公司	年老的客人们坐在晚餐桌旁	年老的客人们坐在
我的朋友们珍惜我们的高中回忆	小男孩看向玩具店的橱窗	小男孩看向
该计划缺乏撤回时间表	他们一家生活在一个老旧农舍里	他们一家生活在
城市居民渴望安静的乡村生活	许多松鼠生活在橡树上	许多松鼠生活在
一些机构交易员喜欢这种疯狂的旅程	剩余学生坐在地上	剩余学生坐在
养老金改革是其主要推动力	学生们看向复杂的方程式	学生们看向
联邦法官授予临时限制令	大部分人生活在农村地区	大部分人生活在
恶意收购是一个相当新的现象	这位伟大的艺术家死于一场重病	这位伟大的艺术家死于
那个年轻的女孩爱她的新玩具	他的父母冲到他身旁	他的父母冲
我的小弟弟享受这个有趣的游戏	一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在
这幅美丽的画引发强烈的情感	小鸟们停在粗树枝上	小鸟们停在
大部分人尊敬这位伟大的领导者	旧地图指向隐藏的宝藏	旧地图指向
当地居民欣赏美丽的公园	他的眼镜放在床头柜上	他的眼镜放在
上升的运营费用是另一个问题	小女孩走向卧室	小女孩走向
勤奋的学生学习她的课程	他的父亲死于一次心脏病	他的父亲死于
她的父亲保护家人	一位绅士走向繁忙的咖啡厅	一位绅士走向
这些人有不同的议程	这场意外发生在周六晚上	这场意外发生在
预期的竞争是一个问题	小船停在平静的湖面上	小船停在
