demonstration	test_sentence	response
这个男孩需要你的帮助	易碎的花瓶放在顶层书架	易碎的花瓶放在
预期的竞争是一个问题	他们一家生活在一个老旧农舍里	他们一家生活在
该诉讼寻求未具体说明的损害赔偿	一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情
他们热情的教练训练年轻的团队	小男孩看向玩具店的橱窗	小男孩看向
恶意收购是一个相当新的现象	一张照片挂在他的书房	一张照片挂在
养老金改革是其主要推动力	许多松鼠生活在橡树上	许多松鼠生活
她的父亲保护家人	小船停在平静的湖面上	小船停在
城市的孩子接收免费的教育	他的父亲死于一次心脏病	他的父亲死于
这幅美丽的画引发强烈的情感	这场意外发生在周六晚上	这场意外发生
两名选举委员会成员反对配对计划	小鸟们停在粗树枝上	小鸟们停在
当地居民欣赏美丽的公园	这个老人看向窗户	这个老人看向
上升的运营费用是另一个问题	一轮圆月出现在漆黑的夜空上	一轮圆月出现
许多律师事务所赞助自己的项目	这个故事始于一个小镇	这个故事始于
他的父亲经营一家建筑公司	路标指向最近的出口	路标指向
一些机构交易员喜欢这种疯狂的旅程	这位伟大的艺术家死于一场重病	这位伟大的艺术家死于
当地社区支持我们的筹款活动	他的父母冲到他身旁	他的父母冲到
会计问题引发更多棘手事件	厚厚的论文摆放在书架上	厚厚的论文摆放在
大部分人尊敬这位伟大的领导者	年老的客人们坐在晚餐桌旁	年老的客人们坐在
联邦法官授予临时限制令	小女孩走向卧室	小女孩走向
我的小弟弟享受这个有趣的游戏	他的眼镜放在床头柜上	他的眼镜放在
那个老人喂那只流浪猫	一位绅士走向繁忙的咖啡厅	一位绅士走向
可能的副作用包括高血压	剩余学生坐在地上	剩余的学生坐在
这些人有不同的议程	一只迷路的小狗走向城市公园	一只迷路的小狗走向
那个年轻的女孩爱她的新玩具	大部分人生活在农村地区	大部分人生活在
